over,score,batsmen,bowler,comment,score_converted
10.4,0,Sherfane Rutherford,Sunil Narine ,"Good length ball, pitching outside off stump, Sherfane Rutherford plays a forward defensive shot, no run",0.0
10.3,1,David Willey,Sunil Narine ,"Good length ball, pitching outside off stump, David Willey plays a defensive forward push for a single",1.0
10.1,0,Sherfane Rutherford,Sunil Narine ,"Good length ball, pitching outside off stump, Sherfane Rutherford cuts it late and is beaten",0.0
9.6,0,David Willey,Varun Chakaravarthy ,"Short of good length ball, pitching on leg stump, David Willey plays a defensive shot on back foot, no run",0.0
9.5,0,David Willey,Varun Chakaravarthy ,"Good length ball, pitching on middle stump, David Willey plays a forward defensive shot, no run",0.0
9.4,0,David Willey,Varun Chakaravarthy ,"Good length ball, pitching on off stump, David Willey plays a forward defensive shot and is beaten, Appeal from the fielding side",0.0
9.4,1,David Willey,Varun Chakaravarthy ,"Good length ball, pitching outside leg stump, David Willey leg glances it, 1 wide(s) gets added to the extras",1.0
9.3,0,David Willey,Varun Chakaravarthy ,"Good length ball, pitching outside leg stump, David Willey plays a defensive shot on back foot, no run",0.0
9.1,1,Sherfane Rutherford,Varun Chakaravarthy ,"Good length ball, pitching on leg stump, Sherfane Rutherford plays a defensive shot on back foot for a single",1.0
8.6,0,David Willey,Sunil Narine ,"Good length ball, pitching outside off stump, David Willey plays a forward defensive shot, no run",0.0
8.5,0,David Willey,Sunil Narine ,"Short of good length ball, pitching outside off stump, David Willey plays a defensive shot on back foot, no run",0.0
8.3,0,David Willey,Sunil Narine ,"Good length ball, pitching outside off stump, David Willey plays a defensive forward push, no run",0.0
8.2,1,Sherfane Rutherford,Sunil Narine ,"Good length ball, pitching outside off stump, Sherfane Rutherford plays a forward defensive shot for a single",1.0
7.6,0,David Willey,Varun Chakaravarthy ,"Short of good length ball, pitching outside off stump, David Willey uncomfortably plays a defensive shot on back foot, no run",0.0
7.5,1,Sherfane Rutherford,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, Sherfane Rutherford plays a defensive back foot push for a single",1.0
7.2,1,David Willey,Varun Chakaravarthy ,"Good length ball, pitching outside off stump, David Willey uncomfortably plays a forward defensive shot, 1 leg bye(s) gets added to the extras",1.0
6.5,1,David Willey,Sunil Narine ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive cut shot for a single",1.0
6.4,2,David Willey,Sunil Narine ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive cover drive on the back foot for 2 runs",2.0
6.2,1,Sherfane Rutherford,Sunil Narine ,"Short of good length ball, pitching outside off stump, Sherfane Rutherford plays an aggressive on drive off the back foot for a single",1.0
6.1,0,Sherfane Rutherford,Sunil Narine ,"Good length ball, pitching outside off stump, Sherfane Rutherford plays a forward defensive shot and is beaten",0.0
5.6,0,David Willey,Andre Russell ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive cover drive on the back foot, straight to the fielder",0.0
5.5,4,David Willey,Andre Russell ,"Short of good length ball, pitching on off stump, David Willey plays an aggressive square drive on back foot for 4 runs",4.0
5.4,0,David Willey,Andre Russell ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive cover drive on the front foot and is beaten",0.0
5.3,1,Sherfane Rutherford,Andre Russell ,"Short of good length ball, pitching on off stump, Sherfane Rutherford plays an aggressive cut shot for a single",1.0
5.2,0,Sherfane Rutherford,Andre Russell ,"Short of good length ball, pitching on middle stump, Sherfane Rutherford plays a defensive shot on back foot, no run",0.0
5.1,1,David Willey,Andre Russell ,"Short of good length ball, pitching on off stump, David Willey plays a defensive shot on back foot for a single",1.0
4.6,1,David Willey,Umesh Yadav ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive front foot flick for a single",1.0
4.5,0,David Willey,Umesh Yadav ,"Short of good length ball, pitching outside off stump, David Willey plays an aggressive square drive on back foot, straight to the fielder",0.0
4.1,0,David Willey,Umesh Yadav ,"Good length ball, pitching outside off stump, David Willey offers no shot",0.0
3.6,2,Sherfane Rutherford,Tim Southee ,"Short of good length ball, pitching on leg stump, Sherfane Rutherford plays an aggressive pull shot on the back foot for 2 runs",2.0
3.5,0,Sherfane Rutherford,Tim Southee ,"Short of good length ball, pitching on leg stump, Sherfane Rutherford plays a defensive forward push, no run",0.0
3.4,0,Sherfane Rutherford,Tim Southee ,"Short of good length ball, pitching on leg stump, Sherfane Rutherford plays a defensive shot on back foot, no run",0.0
3.3,0,Sherfane Rutherford,Tim Southee ,"Good length ball, pitching outside off stump, Sherfane Rutherford offers no shot",0.0
2.5,1,Sherfane Rutherford,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Sherfane Rutherford glides it for a single",1.0
1.4,0,Faf Du Plessis,Tim Southee ,"Short of good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive off drive on the front foot, straight to the fielder",0.0
0.6,1,Virat Kohli,Umesh Yadav ,"Short of good length ball, pitching on off stump, Virat Kohli leg glances it for a single",1.0
0.2,0,Anuj Rawat,Umesh Yadav ,"Short of good length ball, pitching on leg stump, Anuj Rawat uncomfortably leg glances it, no run",0.0
0.1,1,Faf Du Plessis,Umesh Yadav ,"Short of good length ball, pitching outside off stump, Faf Du Plessis uncomfortably plays an aggressive cover drive on the back foot for a single",1.0
19.3,1,Bhuvneshwar Kumar,Riyan Parag ,"Short of good length ball, pitching outside off stump, Bhuvneshwar Kumar plays an aggressive lofted on drive on the front foot for a single",1.0
19.2,1,Aiden Markram,Riyan Parag ,"Short of good length ball, pitching on off stump, Aiden Markram plays an aggressive pull shot on the back foot for a single",1.0
18.6,1,Bhuvneshwar Kumar,Trent Boult ,"Short of good length ball, pitching on leg stump, Bhuvneshwar Kumar plays a defensive shot on back foot for a single",1.0
18.5,1,Washington Sundar,Trent Boult ,"Pitching outside off stump, Washington Sundar offers no shot, 1 wide(s) gets added to the extras",1.0
18.4,1,Washington Sundar,Trent Boult ,"Full toss ball, wide outside off stump, Washington Sundar offers no shot, 1 wide(s) gets added to the extras",1.0
18.2,1,Aiden Markram,Trent Boult ,"Short length ball, pitching outside leg stump, Aiden Markram plays an aggressive pull shot on the front foot for a single",1.0
18.1,1,Washington Sundar,Trent Boult ,"Full length ball, pitching on middle stump, Washington Sundar plays an aggressive lofted straight shot on the front foot for a single",1.0
17.4,1,Washington Sundar,Prasidh Krishna ,"Yorker ball, pitching outside off stump, Washington Sundar glides it for a single",1.0
17.3,1,Aiden Markram,Prasidh Krishna ,"Full toss ball, outside off stump, Aiden Markram slices over point for a single",1.0
17.2,1,Washington Sundar,Prasidh Krishna ,"Full length ball, pitching outside off stump, Washington Sundar slices over point for a single",1.0
17.1,1,Aiden Markram,Prasidh Krishna ,"Full length ball, pitching outside off stump, Aiden Markram slices over point for a single",1.0
16.4,2,Washington Sundar,Nile ,"Full length ball, pitching on off stump, Washington Sundar drives it straight aggressively using the front foot for 2 runs",2.0
15.6,1,Washington Sundar,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Washington Sundar plays an aggressive on drive on the front foot for a single",1.0
15.5,2,Washington Sundar,Yuzvendra Chahal ,"Short of good length ball, pitching on off stump, Washington Sundar plays an aggressive pull shot on the back foot for 2 runs",2.0
15.3,0,Romario Shepherd,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Romario Shepherd plays an aggressive lofted off drive on the front foot and is beaten",0.0
15.2,1,Aiden Markram,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Aiden Markram uncomfortably steps down and plays an aggressive lofted on drive for a single",1.0
15.1,0,Aiden Markram,Yuzvendra Chahal ,"Short of good length ball, pitching on leg stump, Aiden Markram uncomfortably plays an aggressive on drive on the front foot, no run",0.0
14.6,0,Romario Shepherd,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Romario Shepherd plays an aggressive cut shot and is beaten",0.0
14.5,2,Romario Shepherd,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Romario Shepherd plays a sweep shot for 2 runs",2.0
14.4,1,Aiden Markram,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Aiden Markram steps down and plays an aggressive off drive for a single",1.0
14.3,1,Romario Shepherd,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Romario Shepherd plays an aggressive cut shot for a single",1.0
14.2,0,Romario Shepherd,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Romario Shepherd glides it and is beaten",0.0
14.1,1,Aiden Markram,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Aiden Markram plays a defensive back foot push for a single",1.0
13.4,2,Romario Shepherd,Nile ,"Good length ball, pitching outside off stump, Romario Shepherd uncomfortably plays an aggressive lofted off drive on the front foot for 2 runs",2.0
13.2,1,Romario Shepherd,Nile ,"Short of good length ball, pitching outside off stump, Romario Shepherd uncomfortably plays an aggressive pull shot on the front foot, 1 leg bye(s) gets added to the extras",1.0
12.5,2,Aiden Markram,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Aiden Markram plays an aggressive pull shot on the back foot for 2 runs",2.0
12.3,1,Romario Shepherd,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Romario Shepherd plays an aggressive cover drive on the front foot for a single",1.0
12.2,2,Romario Shepherd,Yuzvendra Chahal ,"Short of good length ball, pitching on leg stump, Romario Shepherd plays an aggressive on drive off the back foot for 2 runs",2.0
11.5,1,Romario Shepherd,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Romario Shepherd plays a sweep shot for a single",1.0
11.4,0,Romario Shepherd,Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, Romario Shepherd plays a defensive shot on back foot, no run",0.0
11.3,2,Romario Shepherd,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Romario Shepherd uncomfortably plays a forward defensive shot for 2 runs",2.0
11.2,0,Romario Shepherd,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Romario Shepherd plays a defensive shot on back foot, no run",0.0
10.6,0,Romario Shepherd,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Romario Shepherd plays a defensive back foot push, no run",0.0
10.4,0,Aiden Markram,Yuzvendra Chahal ,"Full length ball, pitching on middle stump, Aiden Markram plays a defensive forward push, no run",0.0
10.3,1,Romario Shepherd,Yuzvendra Chahal ,"Full length ball, pitching on off stump, Romario Shepherd plays a sweep shot for a single",1.0
9.5,1,Abdul Samad,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Abdul Samad plays a defensive forward push for a single",1.0
9.2,1,Abdul Samad,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Abdul Samad plays a forward defensive shot for a single",1.0
9.1,0,Abdul Samad,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Abdul Samad plays a forward defensive shot, no run",0.0
8.5,1,Aiden Markram,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Aiden Markram plays a defensive forward push for a single",1.0
8.4,0,Aiden Markram,Yuzvendra Chahal ,"Full length ball, pitching on middle stump, Aiden Markram uncomfortably plays an aggressive on drive on the front foot, no run",0.0
8.3,1,Abdul Samad,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Abdul Samad plays a defensive back foot push for a single",1.0
8.1,1,Aiden Markram,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Aiden Markram cuts it late for a single",1.0
7.5,1,Aiden Markram,Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, Aiden Markram plays an aggressive on drive on the front foot for a single",1.0
7.4,0,Aiden Markram,Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, Aiden Markram plays an aggressive cover drive on the back foot, straight to the fielder",0.0
7.3,0,Aiden Markram,Ravichandran Ashwin ,"Short of good length ball, pitching on leg stump, Aiden Markram plays a defensive back foot push, no run",0.0
6.6,1,Aiden Markram,Nile ,"Short length ball, pitching outside off stump, Aiden Markram uncomfortably plays a defensive back foot push for a single",1.0
6.2,0,Aiden Markram,Nile ,"Short length ball, pitching outside off stump, Aiden Markram plays a defensive shot on back foot, no run",0.0
6.1,1,Abhishek Sharma,Nile ,"Good length ball, pitching on middle stump, Abhishek Sharma plays a defensive forward push for a single",1.0
5.6,0,Aiden Markram,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Aiden Markram plays a defensive shot on back foot and is beaten",0.0
5.4,0,Abhishek Sharma,Prasidh Krishna ,"Short length ball, pitching outside off stump, Abhishek Sharma plays an aggressive pull shot on the back foot and is beaten",0.0
5.3,0,Abhishek Sharma,Prasidh Krishna ,"Short length ball, pitching outside leg stump, Abhishek Sharma plays a defensive shot on back foot, no run",0.0
5.2,0,Abhishek Sharma,Prasidh Krishna ,"Good length ball, pitching outside off stump, Abhishek Sharma offers no shot",0.0
5.1,0,Abhishek Sharma,Prasidh Krishna ,"Short of good length ball, pitching outside leg stump, Abhishek Sharma leg glances it, no run",0.0
4.4,0,Nicholas Pooran,Trent Boult ,"Short of good length ball, pitching outside off stump, Nicholas Pooran plays an aggressive pull shot on the front foot and is beaten",0.0
4.4,1,Nicholas Pooran,Trent Boult ,"Short of good length ball, pitching on leg stump, Nicholas Pooran leg glances it, 1 wide(s) gets added to the extras",1.0
4.3,0,Nicholas Pooran,Trent Boult ,"Good length ball, pitching outside off stump, Nicholas Pooran plays an aggressive lofted on drive on the front foot and is beaten",0.0
3.6,0,Nicholas Pooran,Prasidh Krishna ,"Good length ball, pitching outside off stump, Nicholas Pooran uncomfortably plays an aggressive off drive on the front foot, no run",0.0
3.5,0,Nicholas Pooran,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Nicholas Pooran offers no shot",0.0
3.3,0,Nicholas Pooran,Prasidh Krishna ,"Short of good length ball, pitching on off stump, Nicholas Pooran plays a forward defensive shot, no run",0.0
3.2,0,Nicholas Pooran,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Nicholas Pooran aggressively plays a square drive on the front foot and is beaten",0.0
2.6,0,Abhishek Sharma,Trent Boult ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a defensive back foot push and is beaten",0.0
2.4,0,Abhishek Sharma,Trent Boult ,"Short of good length ball, pitching outside off stump, Abhishek Sharma plays a defensive forward push and is beaten",0.0
1.6,0,Rahul Tripathi,Prasidh Krishna ,"Short length ball, pitching outside off stump, Rahul Tripathi steps down and plays an aggressive pull shot and is beaten",0.0
1.3,1,Abhishek Sharma,Prasidh Krishna ,"Short of good length ball, pitching on off stump, Abhishek Sharma glides it for a single",1.0
1.2,0,Abhishek Sharma,Prasidh Krishna ,"Short length ball, pitching outside off stump, Abhishek Sharma plays an aggressive cut shot and is beaten",0.0
1.1,0,Abhishek Sharma,Prasidh Krishna ,"Good length ball, pitching outside off stump, Abhishek Sharma plays an aggressive cover drive on the front foot, straight to the fielder",0.0
0.6,0,Kane Williamson,Trent Boult ,"Good length ball, pitching outside off stump, Kane Williamson plays a defensive forward push and is beaten",0.0
0.4,0,Kane Williamson,Trent Boult ,"Good length ball, pitching outside off stump, Kane Williamson plays a forward defensive shot and is beaten",0.0
0.3,2,Kane Williamson,Trent Boult ,"Short of good length ball, pitching outside leg stump, Kane Williamson leg glances it for 2 runs",2.0
0.2,0,Kane Williamson,Trent Boult ,"Short of good length ball, pitching outside off stump, Kane Williamson plays a defensive shot on back foot and is beaten",0.0
19.3,1,Abhinav Manohar,Avesh Khan ,"Short length ball, pitching on leg stump, Abhinav Manohar uncomfortably plays an aggressive pull shot on the back foot for a single",1.0
18.4,0,Rahul Tewatia,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive lofted off drive on the front foot and is beaten",0.0
18.3,1,Abhinav Manohar,Dushmantha Chameera ,"Yorker ball, pitching on off stump, Abhinav Manohar uncomfortably plays an aggressive off drive on the front foot for a single",1.0
17.4,1,Abhinav Manohar,Avesh Khan ,"Short of good length ball, pitching outside off stump, Abhinav Manohar uncomfortably plays an aggressive cut shot for a single",1.0
17.1,2,David Miller,Avesh Khan ,"Short of good length ball, pitching outside off stump, David Miller plays an aggressive cover drive on the front foot for 2 runs",2.0
16.6,0,Rahul Tewatia,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tewatia uncomfortably plays a sweep shot, no run",0.0
16.4,1,Rahul Tewatia,Ravi Bishnoi ,"Full toss ball, outside leg stump, Rahul Tewatia plays a sweep shot, 1 wide(s) gets added to the extras",1.0
16.2,1,Rahul Tewatia,Ravi Bishnoi ,"Full length ball, pitching on leg stump, Rahul Tewatia plays a sweep shot for a single",1.0
15.4,1,Rahul Tewatia,Deepak Hooda ,"Good length ball, pitching outside off stump, Rahul Tewatia plays a sweep shot for a single, Appeal from the fielding side",1.0
15.1,1,David Miller,Deepak Hooda ,"Short of good length ball, pitching outside off stump, David Miller plays a defensive forward push for a single",1.0
14.6,0,Rahul Tewatia,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tewatia plays a forward defensive shot and is beaten",0.0
14.5,1,David Miller,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, David Miller plays an aggressive cut shot for a single",1.0
14.4,0,David Miller,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, David Miller plays an aggressive cover drive on the back foot, straight to the fielder",0.0
14.3,1,Rahul Tewatia,Ravi Bishnoi ,"Full length ball, pitching on off stump, Rahul Tewatia plays a defensive forward push for a single",1.0
14.2,0,Rahul Tewatia,Ravi Bishnoi ,"Good length ball, pitching outside leg stump, Rahul Tewatia uncomfortably leg glances it, no run",0.0
13.4,1,Rahul Tewatia,Deepak Hooda ,"Short of good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive cut shot for a single",1.0
13.2,1,Rahul Tewatia,Deepak Hooda ,"Full length ball, pitching on off stump, Rahul Tewatia plays an aggressive off drive on the front foot for a single",1.0
12.5,0,David Miller,Krunal Pandya ,"Good length ball, pitching on off stump, David Miller plays a defensive forward push, no run",0.0
12.3,1,David Miller,Krunal Pandya ,"Full length ball, pitching outside off stump, David Miller plays an aggressive off drive on the front foot for a single",1.0
12.1,0,Rahul Tewatia,Krunal Pandya ,"Good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive on drive on the front foot, straight to the fielder",0.0
11.2,1,Matthew Wade,Deepak Hooda ,"Full toss ball, on off stump, Matthew Wade plays an aggressive on drive on the front foot for a single",1.0
10.6,2,Matthew Wade,Krunal Pandya ,"Good length ball, pitching on leg stump, Matthew Wade plays an aggressive front foot flick for 2 runs",2.0
10.5,0,Matthew Wade,Krunal Pandya ,"Good length ball, pitching on off stump, Matthew Wade uncomfortably plays a defensive forward push, no run",0.0
10.3,0,David Miller,Krunal Pandya ,"Full length ball, pitching on off stump, David Miller plays an aggressive on drive on the front foot, straight to the fielder",0.0
10.2,0,David Miller,Krunal Pandya ,"Short of good length ball, pitching on off stump, David Miller plays a defensive back foot push, no run",0.0
9.5,1,Matthew Wade,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Matthew Wade plays a defensive back foot push for a single",1.0
9.4,0,Matthew Wade,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Matthew Wade plays an aggressive pull shot on the back foot, straight to the fielder",0.0
9.2,2,Matthew Wade,Mohsin Khan ,"Full toss ball, on off stump, Matthew Wade plays an aggressive lofted on drive on the front foot for 2 runs",2.0
9.1,0,Matthew Wade,Mohsin Khan ,"Full length ball, pitching outside off stump, Matthew Wade plays an aggressive cover drive on the front foot and is beaten",0.0
8.5,1,Matthew Wade,Krunal Pandya ,"Good length ball, pitching on off stump, Matthew Wade plays a defensive forward push for a single",1.0
8.3,1,Matthew Wade,Krunal Pandya ,"Short of good length ball, pitching on leg stump, Matthew Wade uncomfortably leg glances it, 1 leg bye(s) gets added to the extras",1.0
8.1,0,Matthew Wade,Krunal Pandya ,"Short of good length ball, pitching on off stump, Matthew Wade plays an aggressive cover drive on the back foot, straight to the fielder",0.0
7.6,0,Hardik Pandya,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Hardik Pandya plays an aggressive cover drive on the front foot, straight to the fielder",0.0
7.4,1,Matthew Wade,Ravi Bishnoi ,"Good length ball, pitching outside leg stump, Matthew Wade plays a defensive forward push for a single",1.0
7.2,0,Hardik Pandya,Ravi Bishnoi ,"Short of good length ball, pitching outside off stump, Hardik Pandya plays a defensive back foot push, no run",0.0
6.4,0,Hardik Pandya,Krunal Pandya ,"Good length ball, pitching on off stump, Hardik Pandya plays a defensive forward push, no run",0.0
6.3,1,Matthew Wade,Krunal Pandya ,"Short of good length ball, pitching outside off stump, Matthew Wade plays an aggressive cut shot for a single",1.0
6.2,1,Hardik Pandya,Krunal Pandya ,"Good length ball, pitching on off stump, Hardik Pandya plays an aggressive cover drive on the front foot for a single",1.0
5.5,0,Matthew Wade,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, Matthew Wade plays a defensive back foot push, no run",0.0
5.5,1,Matthew Wade,Ravi Bishnoi ,"Good length ball, pitching outside leg stump, Matthew Wade leg glances it, 1 wide(s) gets added to the extras",1.0
5.3,0,Matthew Wade,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Matthew Wade plays a defensive forward push and is beaten",0.0
5.2,0,Matthew Wade,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, Matthew Wade plays an aggressive cut shot, straight to the fielder",0.0
4.2,0,Hardik Pandya,Avesh Khan ,"Good length ball, pitching on leg stump, Hardik Pandya uncomfortably leg glances it, no run",0.0
3.4,0,Hardik Pandya,Mohsin Khan ,"Good length ball, pitching on middle stump, Hardik Pandya plays a forward defensive shot, no run",0.0
3.1,1,Matthew Wade,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Matthew Wade uncomfortably plays an aggressive cut shot for a single",1.0
2.4,2,Hardik Pandya,Dushmantha Chameera ,"Good length ball, pitching on off stump, Hardik Pandya plays an aggressive on drive on the front foot for 2 runs",2.0
2.3,0,Hardik Pandya,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Hardik Pandya plays an aggressive off drive on the front foot, straight to the fielder",0.0
1.5,0,Matthew Wade,Avesh Khan ,"Good length ball, pitching outside off stump, Matthew Wade plays an aggressive cover drive on the front foot and is beaten",0.0
1.3,1,Matthew Wade,Avesh Khan ,"Full length ball, pitching on leg stump, Matthew Wade uncomfortably plays an aggressive on drive on the front foot, 1 leg bye(s) gets added to the extras, Appeal from the fielding side",1.0
1.2,1,Vijay Shankar,Avesh Khan ,"Good length ball, pitching outside off stump, Vijay Shankar uncomfortably plays an aggressive off drive on the front foot for a single",1.0
1.1,1,Matthew Wade,Avesh Khan ,"Short of good length ball, pitching on off stump, Matthew Wade plays a defensive shot on back foot for a single",1.0
0.4,1,Vijay Shankar,Dushmantha Chameera ,"Short of good length ball, pitching on leg stump, Vijay Shankar offers no shot, 1 wide(s) gets added to the extras",1.0
18.5,0,Shahrukh Khan,Harshal Patel ,"Yorker ball, pitching outside off stump, Shahrukh Khan uncomfortably plays an aggressive on drive on the front foot, no run",0.0
18.4,0,Shahrukh Khan,Harshal Patel ,"Full toss ball, outside off stump, Shahrukh Khan plays an aggressive cover drive on the front foot and is beaten",0.0
18.2,0,Shahrukh Khan,Harshal Patel ,"Short length ball, pitching outside off stump, Shahrukh Khan plays an aggressive pull shot on the front foot and is beaten",0.0
18.2,1,Shahrukh Khan,Harshal Patel ,"Yorker ball, pitching wide outside off stump, Shahrukh Khan offers no shot, 1 wide(s) gets added to the extras",1.0
17.5,1,Shahrukh Khan,Mohammed Siraj ,"Full length ball, pitching on leg stump, Shahrukh Khan plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras",1.0
17.2,1,Odean Smith,Mohammed Siraj ,"Good length ball, pitching outside off stump, Odean Smith plays an aggressive lofted off drive on the front foot, 1 wide(s) gets added to the extras",1.0
16.6,1,Shahrukh Khan,Harshal Patel ,"Full length ball, pitching wide outside off stump, Shahrukh Khan offers no shot, 1 wide(s) gets added to the extras",1.0
16.5,0,Shahrukh Khan,Harshal Patel ,"Full toss ball, outside off stump, Shahrukh Khan plays an aggressive lofted cover drive on the front foot, straight to the fielder",0.0
16.5,1,Shahrukh Khan,Harshal Patel ,"Full toss ball, outside off stump, Shahrukh Khan slices over point, 1 wide(s) gets added to the extras and is beaten",1.0
16.2,1,Shahrukh Khan,Harshal Patel ,"Yorker ball, pitching outside off stump, Shahrukh Khan offers no shot, 1 wide(s) gets added to the extras",1.0
16.1,1,Odean Smith,Harshal Patel ,"Full length ball, pitching outside off stump, Odean Smith plays a defensive forward push for a single",1.0
15.4,0,Shahrukh Khan,Wanindu Hasaranga ,"Short of good length ball, pitching outside off stump, Shahrukh Khan plays a defensive back foot push, no run",0.0
15.3,0,Shahrukh Khan,Wanindu Hasaranga ,"Full length ball, pitching on off stump, Shahrukh Khan uncomfortably plays a defensive forward push, no run",0.0
15.2,0,Shahrukh Khan,Wanindu Hasaranga ,"Good length ball, pitching on off stump, Shahrukh Khan plays a forward defensive shot, no run",0.0
15.1,0,Shahrukh Khan,Wanindu Hasaranga ,"Short of good length ball, pitching outside off stump, Shahrukh Khan plays an aggressive cut shot, straight to the fielder",0.0
14.6,0,Odean Smith,Akash Deep ,"Full toss ball, outside off stump, Odean Smith plays an aggressive cover drive on the front foot, straight to the fielder",0.0
14.2,2,Liam Livingstone,Akash Deep ,"Short length ball, pitching outside off stump, Liam Livingstone plays an aggressive cover drive on the back foot for 2 runs",2.0
14.1,1,Shahrukh Khan,Akash Deep ,"Good length ball, pitching outside off stump, Shahrukh Khan plays an aggressive off drive on the front foot for a single",1.0
13.6,1,Shahrukh Khan,Mohammed Siraj ,"Good length ball, pitching outside off stump, Shahrukh Khan uncomfortably plays an aggressive off drive on the front foot for a single",1.0
13.5,1,Liam Livingstone,Mohammed Siraj ,"Short length ball, pitching outside off stump, Liam Livingstone plays a defensive back foot push for a single",1.0
13.5,1,Liam Livingstone,Mohammed Siraj ,"Short of good length ball, pitching outside off stump, Liam Livingstone offers no shot, 1 wide(s) gets added to the extras",1.0
13.4,0,Liam Livingstone,Mohammed Siraj ,"Full length ball, pitching on leg stump, Liam Livingstone uncomfortably leg glances it, no run",0.0
13.3,1,Shahrukh Khan,Mohammed Siraj ,"Good length ball, pitching outside off stump, Shahrukh Khan plays a defensive forward push for a single",1.0
13.3,1,Shahrukh Khan,Mohammed Siraj ,"Good length ball, pitching outside leg stump, Shahrukh Khan leg glances it, 1 wide(s) gets added to the extras",1.0
13.3,1,Shahrukh Khan,Mohammed Siraj ,"Short length ball, pitching on off stump, Shahrukh Khan plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras and is beaten",1.0
12.6,1,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching on leg stump, Bhanuka Rajapaksa plays a sweep shot for a single",1.0
12.5,2,Liam Livingstone,Wanindu Hasaranga ,"Short of good length ball, pitching outside off stump, Liam Livingstone offers no shot, 2 wide(s) gets added to the extras",2.0
12.4,0,Liam Livingstone,Wanindu Hasaranga ,"Good length ball, pitching on off stump, Liam Livingstone plays a defensive forward push, no run",0.0
12.2,1,Bhanuka Rajapaksa,Wanindu Hasaranga ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa uncomfortably plays a defensive shot on back foot for a single",1.0
12.1,1,Liam Livingstone,Wanindu Hasaranga ,"Short of good length ball, pitching on off stump, Liam Livingstone plays an aggressive off drive on the back foot for a single",1.0
11.5,0,Bhanuka Rajapaksa,Harshal Patel ,"Good length ball, pitching outside leg stump, Bhanuka Rajapaksa plays a defensive forward push and is beaten",0.0
11.5,1,Bhanuka Rajapaksa,Harshal Patel ,"Short length ball, pitching on off stump, Bhanuka Rajapaksa cuts it late, 1 wide(s) gets added to the extras and is beaten",1.0
11.4,2,Bhanuka Rajapaksa,Harshal Patel ,"Good length ball, pitching outside off stump, Bhanuka Rajapaksa plays an aggressive front foot flick for 2 runs",2.0
