,over,score,batsmen,bowler,comment
9106,17.5,1, Jaydev Unadkat,Arshdeep Singh ,"Yorker ball, pitching on off stump, Jaydev Unadkat plays a defensive forward push for a single"
9107,17.4,0, Jaydev Unadkat,Arshdeep Singh ,"Full length ball, pitching outside off stump, Jaydev Unadkat plays an aggressive lofted off drive on the front foot and is beaten"
9108,17.3,2, Jaydev Unadkat,Arshdeep Singh ,"Full length ball, pitching outside off stump, Jaydev Unadkat plays an aggressive lofted cover drive on the front foot for 2 runs"
9109,17.2,1, Suryakumar Yadav,Arshdeep Singh ,"Short length ball, pitching outside off stump, Suryakumar Yadav uncomfortably plays an aggressive pull shot on the front foot for a single"
9110,17.1,0, Suryakumar Yadav,Arshdeep Singh ,"Full length ball, pitching on leg stump, Suryakumar Yadav uncomfortably plays a defensive forward push, no run"
9111,16.6,1, Suryakumar Yadav,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cut shot for a single"
9112,16.5,6, Suryakumar Yadav, Vaibhav Arora ,"Good length ball, pitching outside off stump, Suryakumar Yadav slices this over third man for a "" MAXIMUM"""
9113,16.4,6, Suryakumar Yadav,Vaibhav Arora ,"Full length ball, pitching outside off stump, Suryakumar Yadav clears his front leg and smokes this over covers for six."
9114,16.3,0, Suryakumar Yadav,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav uncomfortably plays an aggressive cut shot, no run"
9115,16.2,1, Jaydev Unadkat,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Jaydev Unadkat glides it for a single"
9116,16.1,1, Kieron Pollard, Vaibhav Arora ,"Full length ball, pitching outside off stump, Kieron Pollard drives this down to long-on, misfield from Odean Smith and the batters take off for the second, the throw is accurate at the keeper's end Jitesh Sharma removes the bails. "
9117,16.1,1, Kieron Pollard,Vaibhav Arora ,"Good length ball, pitching outside off stump, Kieron Pollard plays an aggressive lofted straight shot on the front foot, 1 wide(s) gets added to the extras"
9118,15.6,1, Kieron Pollard,Rahul Chahar ,"Good length ball, pitching outside off stump, Kieron Pollard plays a defensive back foot push for a single"
9119,15.5,1, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the front foot for a single"
9120,15.4,0, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching on off stump, Suryakumar Yadav plays a defensive back foot push, no run"
9121,15.3,1, Kieron Pollard,Rahul Chahar ,"Good length ball, pitching outside off stump, Kieron Pollard uncomfortably steps down and plays an aggressive on drive for a single"
9122,15.2,0, Kieron Pollard,Rahul Chahar ,"Good length ball, pitching on leg stump, Kieron Pollard uncomfortably plays a defensive shot on back foot, no run, Appeal from the fielding side"
9123,15.1,1, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching on off stump, Suryakumar Yadav plays an aggressive cover drive on the front foot for a single"
9124,14.6,0, Kieron Pollard,Kagiso Rabada ,"Full length ball, pitching on off stump, Kieron Pollard plays an aggressive on drive on the front foot, straight to the fielder"
9125,14.5,0, Kieron Pollard,Kagiso Rabada ,"Short of good length ball, pitching outside off stump, Kieron Pollard plays a defensive back foot push, no run"
9126,14.4,1, Suryakumar Yadav,Kagiso Rabada ,"Good length ball, pitching outside off stump, Suryakumar Yadav uncomfortably plays a defensive forward push for a single"
9127,14.3,6, Suryakumar Yadav,Kagiso Rabada ,"Short length ball, pitching on off stump, Suryakumar Yadav thumps this over mid-wicket for a ""MAXIMUM"""
9128,14.2,0, Suryakumar Yadav,Kagiso Rabada ,"Full length ball, pitching outside off stump, Suryakumar Yadav glides it, no run"
9129,14.1,1, Kieron Pollard,Kagiso Rabada ,"Good length ball, pitching on leg stump, Kieron Pollard plays an aggressive front foot flick for a single"
9130,13.6,1, Kieron Pollard,Rahul Chahar ,"Full length ball, pitching outside off stump, Kieron Pollard uncomfortably plays a slog sweep for a single"
9131,13.5,1, Suryakumar Yadav,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the back foot for a single"
9132,13.4,0, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cut shot, straight to the fielder"
9133,13.3,1, Kieron Pollard,Rahul Chahar ,"Full length ball, pitching outside off stump, Kieron Pollard plays a slog sweep for a single"
9134,13.2,4, Kieron Pollard,Rahul Chahar ,"Good length ball, pitching on leg stump, Kieron Pollard steps down and drives this wide of long on for FOUR"
9135,13.1,0, Kieron Pollard,Rahul Chahar ,"Good length ball, pitching on leg stump, Kieron Pollard uncomfortably steps down and plays a defensive shot, no run"
9136,12.6,0, Suryakumar Yadav,Arshdeep Singh ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a forward defensive shot, no run"
9137,12.5,W, Suryakumar Yadav, Arshdeep Singh ,"Good length ball, pitching outside off stump, Suryakumar Yadav wrists this to the right of mid-wicket, Tilak Varma takes off for the single but SKY sends him back, and he is well short of the crease."
9138,12.4,6, Suryakumar Yadav,Arshdeep Singh ,"Short of a good length ball, pitching outside off stump, Suryakumar Yadav muscles the pull shot into the deep mid-wicket stands for maximum"
9139,12.3,2, Suryakumar Yadav,Arshdeep Singh ,"FREE HIT DELIVERY good length ball, pitching on off stump, Suryakumar Yadav plays a slog shot for 2 runs"
9140,12.3,1, Suryakumar Yadav,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive forward push, No-Ball and is beaten"
9141,12.2,0, Suryakumar Yadav,Arshdeep Singh ,"Short length ball, pitching outside off stump, Suryakumar Yadav uncomfortably plays an aggressive pull shot on the back foot, no run"
9142,12.1,2, Suryakumar Yadav,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive pull shot on the back foot for 2 runs"
9143,11.6,1, Suryakumar Yadav,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays an aggressive cover drive on the back foot for a single"
9144,11.5,0, Suryakumar Yadav,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Suryakumar Yadav plays a forward defensive shot and is beaten"
9145,11.4,1, Tilak Varma,Rahul Chahar ,"Full length ball, pitching on leg stump, Tilak Varma plays an aggressive lofted on drive on the front foot for a single"
9146,11.3,1, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching on off stump, Suryakumar Yadav plays a defensive back foot push for a single"
9147,11.2,0, Suryakumar Yadav,Rahul Chahar ,"Good length ball, pitching outside off stump, Suryakumar Yadav plays a defensive shot on back foot and is beaten"
9148,11.1,1, Tilak Varma,Rahul Chahar ,"Good length ball, pitching on leg stump, Tilak Varma plays an aggressive pull shot on the back foot for a single"
9149,10.6,W, Dewald Brevis, Odean Smith ,"Short length ball, pitching outside off stump, Dewald Brevis mistimes the pull and Arshdeep Singh runs in from deep square leg to hold onto the catch."
9150,10.5,4, Dewald Brevis,Odean Smith ,"Good length ball, pitching outside off stump, Dewald Brevis looks to loft this over long-on, gets a thick outside edge, Vaibhav Arora runs in from third man but the ball falls short of him and goes through for four."
9151,10.4,0, Dewald Brevis,Odean Smith ,"Short length ball, pitching outside off stump, Dewald Brevis plays an aggressive cut shot and is beaten"
9152,10.3,1, Tilak Varma,Odean Smith ,"Good length ball, pitching on leg stump, Tilak Varma plays an aggressive front foot flick for a single"
9153,10.2,0, Tilak Varma,Odean Smith ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive forward push, no run"
9154,10.1,6, Tilak Varma, Odean Smith ,"Short length ball, pitching outside off stump, Tilak Varma slashes this over point for a six."
9155,9.6,1, Tilak Varma,Vaibhav Arora ,"Full length ball, pitching on leg stump, Tilak Varma plays a defensive forward push for a single"
9156,9.5,6, Tilak Varma,Vaibhav Arora ,"Short of good length ball, pitching outside leg stump, a slower bouncer from Vaibhav, Tilak Varma moves across, gets underneath the ball and pulls this to the fine-leg stands for six."
9157,9.4,0, Tilak Varma,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Tilak Varma plays an aggressive cut shot and is beaten"
9158,9.3,1, Dewald Brevis,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Dewald Brevis steps down and plays an aggressive on drive for a single"
9159,9.2,1, Tilak Varma,Vaibhav Arora ,"Short of good length ball, pitching on middle stump, Tilak Varma plays a defensive back foot push for a single"
9160,9.1,4, Tilak Varma, Vaibhav Arora ,"Pitching on off stump, Tilak Varma looks to pull this but gets the top-edge that flies over the keeper for four."
9161,8.5,6, Dewald Brevis, Rahul Chahar ,"Short length ball, pitching outside off stump, Dewald Brevis stands tall and powers the pull into the mid-wicket stands."
9162,8.4,6, Dewald Brevis, Rahul Chahar ,"Good length ball, pitching outside off stump, Dewald Brevis gets down on one knee and slog sweeps this for a huge six, 102M that!"
9163,8.3,6, Dewald Brevis, Rahul Chahar ,"Good length ball, pitching on middle stump, Dewald Brevis sends this sailing over long-on for a maximum."
9164,8.2,4, Dewald Brevis,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Dewald Brevis smashes this past the bowler for a boundary."
9165,8.1,1, Tilak Varma,Rahul Chahar ,"Short of good length ball, pitching on off stump, Tilak Varma uncomfortably plays an aggressive pull shot on the front foot for a single"
9166,7.6,0, Dewald Brevis,Liam Livingstone ,"Good length ball, pitching outside off stump, Dewald Brevis plays a defensive forward push, no run"
9167,7.5,1, Tilak Varma,Liam Livingstone ,"Full length ball, pitching outside off stump, Tilak Varma drives it straight aggressively using the front foot for a single"
9168,7.4,4, Tilak Varma,Liam Livingstone ,"Short of good length ball, pitching outside off stump, Tilak Varma rocks back and cuts this past point for the second boundary of the over."
9169,7.3,1, Dewald Brevis,Liam Livingstone ,"Good length ball, pitching outside off stump, Dewald Brevis plays an aggressive cover drive on the back foot for a single"
9170,7.2,1, Tilak Varma,Liam Livingstone ,"Good length ball, pitching on leg stump, Tilak Varma plays a defensive back foot push for a single"
9171,7.1,4, Tilak Varma, Liam Livingstone ,"Good length ball, pitching on leg stump, Tilak Varma looks to cut this, gets a thick outside edge that runs away to the third man fence for four."
9172,6.6,1, Tilak Varma,Odean Smith ,"Short of good length ball, pitching outside off stump, Tilak Varma plays an aggressive cover drive on the back foot for a single"
9173,6.5,0, Tilak Varma,Odean Smith ,"Good length ball, pitching outside off stump, Tilak Varma plays a defensive back foot push, no run"
9174,6.4,1, Dewald Brevis,Odean Smith ,"Full length ball, pitching outside off stump, Dewald Brevis plays an aggressive off drive on the front foot for a single"
9175,6.3,0, Dewald Brevis,Odean Smith ,"Full length ball, pitching outside off stump, Dewald Brevis plays an aggressive lofted straight shot on the front foot and is beaten"
9176,6.2,6, Dewald Brevis,Odean Smith ,"Short length ball, pitching on off stump, Dewald Brevis pulls this just over the deep square leg fielder for a maximum."
9177,6.1,1, Tilak Varma,Odean Smith ,"Short of good length ball, pitching outside off stump, Tilak Varma plays an aggressive cut shot for a single"
9178,6.1,1, Tilak Varma,Odean Smith ,"Good length ball, pitching wide outside off stump, Tilak Varma plays an aggressive cut shot, 1 wide(s) gets added to the extras"
9179,5.6,0, Dewald Brevis,Arshdeep Singh ,"Short of good length ball, pitching on leg stump, Dewald Brevis plays a defensive forward push, no run"
9180,5.5,4, Dewald Brevis, Arshdeep Singh ,"Good length ball, pitching on off stump, Dewald Brevis drives this straight past the bowler for four more."
9181,5.4,4, Dewald Brevis, Arshdeep Singh ,"Good length ball, pitching outside off stump, Dewald Brevis gets on top of the bounce and nails the drive through covers for four."
9182,5.3,0, Dewald Brevis,Arshdeep Singh ,"Good length ball, pitching on off stump, Dewald Brevis plays a forward defensive shot and is beaten"
9183,5.2,0, Dewald Brevis,Arshdeep Singh ,"Full length ball, pitching on off stump, Dewald Brevis plays an aggressive on drive on the front foot, straight to the fielder"
9184,5.1,1, Tilak Varma,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Tilak Varma glides it for a single"
9185,4.6,0, Dewald Brevis,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Dewald Brevis plays an aggressive pull shot on the front foot and is beaten"
9186,4.5,0, Dewald Brevis,Vaibhav Arora ,"Full length ball, pitching outside off stump, Dewald Brevis aggressively plays a square drive on the front foot, straight to the fielder"
9187,4.4,0, Dewald Brevis,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, gets this to swing away from the batter and beats Brevis as he steps down and tries to drive this. Excellent display of swing bowling from Vaibhav!"
9188,4.3,0, Dewald Brevis,Vaibhav Arora ,"Good length ball, pitching outside off stump, Dewald Brevis uncomfortably plays a forward defensive shot, no run, Appeal from the fielding side"
9189,4.2,1, Tilak Varma,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Tilak Varma uncomfortably cuts it late for a single"
9190,4.1,W, Ishan Kishan, Vaibhav Arora ,"Good length ball, pitching on off stump, late swing away from the batter and gets the outside edge on it's way to the keeper. An absolute PEACH of delivery from Vaibhav Arora!"
9191,4.1,1, Ishan Kishan,Vaibhav Arora ,"Full length ball, pitching wide outside off stump, Ishan Kishan plays an aggressive cover drive on the front foot, 1 wide(s) gets added to the extras"
9192,3.6,0, Dewald Brevis,Kagiso Rabada ,"Short of good length ball, pitching on off stump, Dewald Brevis plays an aggressive lofted straight shot on the front foot and is beaten"
9193,3.5,0, Dewald Brevis,Kagiso Rabada ,"Short of good length ball, pitching outside off stump, Dewald Brevis plays a forward defensive shot and is beaten"
9194,3.4,W, Rohit Sharma, Kagiso Rabada ,"Short length ball, pitching on off stump, Rohit Sharma goes for the pull but gets the top edge, goes high in the night sky and Vaibhav Arora takes a well-judged catch at short fine leg."
9195,3.2,0, Rohit Sharma,Kagiso Rabada ,"Good length ball, pitching on off stump, Rohit Sharma uncomfortably plays a defensive forward push, no run"
9196,3.1,0, Rohit Sharma,Kagiso Rabada ,"Short of good length ball, pitching outside off stump, Rohit Sharma plays an aggressive square drive on back foot, straight to the fielder"
9197,2.6,1, Rohit Sharma,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Rohit Sharma glides it for a single"
9198,2.5,2, Rohit Sharma,Arshdeep Singh ,"Good length ball, pitching on leg stump, Rohit Sharma plays a defensive forward push for 2 runs"
9199,2.4,0, Rohit Sharma,Arshdeep Singh ,"Good length ball, pitching on off stump, swings back in and gets the outside edge as Rohit looks to wrist this on the legside, Shahrukh Khan puts in a dive to his left to prevent any runs. Good effort from the fielder!"
9200,2.3,0, Rohit Sharma,Arshdeep Singh ,"Short of good length ball, pitching on off stump, Rohit Sharma uncomfortably plays a forward defensive shot, no run"
9201,2.2,1, Ishan Kishan,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Ishan Kishan steps down and plays an aggressive off drive for a single"
9202,2.1,0, Ishan Kishan,Arshdeep Singh ,"Short of good length ball, pitching on off stump, Ishan Kishan uncomfortably plays a defensive shot on back foot, no run"
9203,1.6,0, Rohit Sharma,Kagiso Rabada ,"Good length ball, pitching outside off stump, Rohit Sharma offers no shot"
9204,1.5,0, Rohit Sharma,Kagiso Rabada ,"Good length ball, pitching outside off stump, Rohit Sharma plays a defensive forward push and is beaten"
9205,1.4,4, Rohit Sharma, Kagiso Rabada ,"Good length ball, pitching outside off stump, Rohit Sharma pushes at this, gets a thick outside edge, and runs past the slips for four more."
9206,1.3,0, Rohit Sharma,Kagiso Rabada ,"Short of good length ball, pitching outside off stump, Rohit Sharma offers no shot"
9207,1.2,4, Rohit Sharma,Kagiso Rabada ,"Good length ball, pitching outside off stump, Rohit Sharma leans forward and caresses the drive through covers for four."
9208,1.1,1, Ishan Kishan,Kagiso Rabada ,"Good length ball, pitching on middle stump, Ishan Kishan uncomfortably plays a forward defensive shot for a single"
9209,0.6,6, Rohit Sharma, Vaibhav Arora ,"Good length ball, pitching outside off stump, Rohit Sharma connects on the scoop this time and the ball goes all the way for the first maximum of the innings!"
9210,0.5,0, Rohit Sharma,Vaibhav Arora ,"Short of good length ball, pitching outside off stump, Rohit Sharma offers no shot"
9211,0.4,4, Rohit Sharma,Vaibhav Arora ,"Good length ball, pitching outside off stump, Rohit Sharma moves across and tries to sweep this, gets the top edge and flies over the slips for four. First boundary of the innings and it is his 200th four in the IPL!"
9212,0.3,1, Ishan Kishan,Vaibhav Arora ,"Short of good length ball, pitching on off stump, Ishan Kishan glides it for a single"
9213,0.2,0, Ishan Kishan,Vaibhav Arora ,"Good length ball, pitching on off stump, Ishan Kishan plays a defensive back foot push, no run"
9214,19.6,4, Mohammed Siraj,Dwayne Bravo ,"Full length ball, pitching on off stump, Helicopter shot from Mohammed Siraj and this goes straight down the ground for a boundary. Chennai Super Kings win by 23 runs to get their first win of the campaign!"
9215,19.5,0, Mohammed Siraj,Dwayne Bravo ,"Short length ball, pitching outside off stump, Mohammed Siraj plays an aggressive pull shot on the front foot and is beaten"
9216,19.4,4, Mohammed Siraj,Dwayne Bravo ,"Full length ball, pitching on leg stump, Mohammed Siraj lofts this over mid-off inside the circle for four."
9217,19.3,0, Mohammed Siraj,Dwayne Bravo ,"Full length ball, pitching outside off stump, Mohammed Siraj plays an aggressive cut shot and is beaten"
9218,19.2,1, Josh Hazlewood,Dwayne Bravo ,"Full toss ball, outside off stump, Josh Hazlewood aggressively plays a square drive on the front foot for a single"
9219,19.2,1, Josh Hazlewood,Dwayne Bravo ,"Yorker ball, pitching wide outside off stump, Josh Hazlewood offers no shot, 1 wide(s) gets added to the extras"
9220,19.1,2, Josh Hazlewood,Dwayne Bravo ,"Good length ball, pitching outside off stump, Josh Hazlewood uncomfortably plays an aggressive lofted cover drive on the front foot for 2 runs"
9221,18.6,4, Mohammed Siraj,Chris Jordan ,"Short of good length ball, pitching outside off stump, Mohammed Siraj clears his front leg and lofts this over covers for four."
9222,18.5,1, Josh Hazlewood,Chris Jordan ,"Yorker ball, pitching on off stump, Josh Hazlewood plays a defensive back foot push for a single"
9223,18.4,0, Josh Hazlewood,Chris Jordan ,"Full length ball, pitching wide outside off stump, Josh Hazlewood slices over point and is beaten"
9224,18.3,1, Mohammed Siraj,Chris Jordan ,"Good length ball, pitching outside off stump, Mohammed Siraj plays an aggressive off drive on the front foot for a single"
9225,18.2,0, Mohammed Siraj,Chris Jordan ,"Full toss ball, on off stump, Mohammed Siraj uncomfortably plays the scoop, no run"
9226,18.1,1, Josh Hazlewood,Chris Jordan ,"Short of good length ball, pitching on leg stump, Josh Hazlewood uncomfortably plays a defensive back foot push for a single"
9227,17.6,1, Josh Hazlewood,Dwayne Bravo ,"Full length ball, pitching outside off stump, Josh Hazlewood uncomfortably plays an aggressive lofted off drive on the front foot for a single"
9228,17.5,1, Mohammed Siraj,Dwayne Bravo ,"Full length ball, pitching outside off stump, Mohammed Siraj plays a defensive forward push for a single"
9229,17.4,0, Mohammed Siraj,Dwayne Bravo ,"Full length ball, pitching outside off stump, Mohammed Siraj glides it, no run"
9230,17.3,1, Josh Hazlewood,Dwayne Bravo ,Josh Hazlewood plays an aggressive front foot flick for a single
9231,17.2,W, Dinesh Karthik, Dwayne Bravo ,"Full toss ball, on leg stump, Dinesh Karthik goes for the heave and pulls this towards the longer side of the boundary, goes straight to the CSK skipper at the deep mid-wicket boundary."
9232,17.1,0, Dinesh Karthik,Dwayne Bravo ,"Good length ball, pitching on leg stump, Dinesh Karthik plays an aggressive on drive on the front foot, straight to the fielder"
9233,17.1,1, Dinesh Karthik,Dwayne Bravo ,"Good length ball, pitching outside leg stump, Dinesh Karthik plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras"
9234,17.1,1, Dinesh Karthik,Dwayne Bravo ,"Full length ball, pitching outside leg stump, Dinesh Karthik plays an aggressive front foot flick, 1 wide(s) gets added to the extras"
9235,16.6,1, Dinesh Karthik,Mukesh Choudhary ,"Full length ball, pitching outside off stump, Dinesh Karthik plays an aggressive lofted cover drive on the front foot for a single"
9236,16.6,1, Dinesh Karthik,Mukesh Choudhary ,"Full length ball, pitching outside off stump, Dinesh Karthik offers no shot, 1 wide(s) gets added to the extras"
9237,16.5,2, Dinesh Karthik,Mukesh Choudhary ,"Full toss ball, outside off stump, Dinesh Karthik plays an aggressive lofted cover drive on the front foot for 2 runs"
9238,16.4,2, Dinesh Karthik,Mukesh Choudhary ,"Full length ball, pitching outside off stump, Dinesh Karthik uncomfortably plays an aggressive shot inside out for 2 runs"
9239,16.4,1, Dinesh Karthik,Mukesh Choudhary ,"Short of good length ball, pitching wide outside off stump, Dinesh Karthik offers no shot, 1 wide(s) gets added to the extras"
9240,16.3,4, Dinesh Karthik, Mukesh Choudhary ,"Full length ball, pitching outside off stump, Dinesh Karthik moves across and scoops this over short fine leg for a boundary."
9241,16.2,6, Dinesh Karthik, Mukesh Choudhary ,"Good length ball, pitching on leg stump, Dinesh Karthik flicks this away for a maximum"
9242,16.1,6, Dinesh Karthik,Mukesh Choudhary ,"Short length ball, pitching on leg stump, Dinesh Karthik muscles the pull over deep mid-wicket for a maximum."
9243,15.6,0, Mohammed Siraj,Ravindra Jadeja ,"Good length ball, pitching on leg stump, Mohammed Siraj uncomfortably plays a forward defensive shot, no run"
9244,15.5,0, Mohammed Siraj,Ravindra Jadeja ,"Short of good length ball, pitching outside off stump, Mohammed Siraj plays a defensive shot on back foot, no run"
9245,15.4,W, Akash Deep, Ravindra Jadeja ,"Good length ball, pitching outside off stump, the ball grips of the pitch and turns, gets the outside edge and Rayudu dives to his right and plucks this out of thin air."
9246,15.3,0, Akash Deep,Ravindra Jadeja ,"Good length ball, pitching outside off stump, Akash Deep plays a defensive shot on back foot, no run"
9247,15.2,W, Wanindu Hasaranga, Ravindra Jadeja ,"Short of good length ball, pitching on off stump, Wanindu Hasaranga tries to play a similar shot, but this time gets it off the toe of the bat, and Jordan takes an easy catch at long-on."
9248,15.1,6, Wanindu Hasaranga,Ravindra Jadeja ,"Good length ball, pitching on off stump, Wanindu Hasaranga move back quickly and lofts this over long-on to start the over with a maximum!"
9249,14.6,0, Dinesh Karthik,Maheesh Theekshana ,"Good length ball, pitching on off stump, Dinesh Karthik plays a defensive shot on back foot, no run"
9250,14.5,6, Dinesh Karthik,Maheesh Theekshana ,"Short of good length ball, pitching on off stump, Dinesh Karthik moves across and sweeps this over deep square leg for a maximum."
9251,14.4,1, Wanindu Hasaranga,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Wanindu Hasaranga plays a defensive forward push for a single"
9252,14.3,W, Shahbaz Ahmed, Maheesh Theekshana ,"Good length ball, pitching on off stump, carrom ball from Theekshana, Shahbaz Ahmed fails to read it and the stumps are castled."
9253,14.2,1, Dinesh Karthik,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Dinesh Karthik looks to loft this over covers, gets it off the bottom of the bat and goes high into the night sky, Mukesh Choudhary calls for the catch but doesn't hold on. DROPPED!"
9254,14.1,1, Shahbaz Ahmed,Maheesh Theekshana ,"Short of good length ball, pitching on leg stump, Shahbaz Ahmed plays a defensive back foot push for a single"
9255,13.6,1, Shahbaz Ahmed,Dwayne Bravo ,"Full toss ball, outside off stump, Shahbaz Ahmed plays an aggressive off drive on the front foot for a single"
9256,13.5,2, Shahbaz Ahmed,Dwayne Bravo ,"Good length ball, pitching outside off stump, Shahbaz Ahmed plays an aggressive cover drive on the back foot for 2 runs"
9257,13.4,2, Shahbaz Ahmed,Dwayne Bravo ,"Full length ball, pitching outside off stump, Shahbaz Ahmed plays an aggressive off drive on the front foot for 2 runs"
9258,13.4,2, Dinesh Karthik,Dwayne Bravo ,"Good length ball, pitching on off stump, Dinesh Karthik plays a defensive forward push , 1 No-Ball"
9259,13.3,1, Shahbaz Ahmed,Dwayne Bravo ,"Good length ball, pitching outside off stump, Shahbaz Ahmed aggressively plays a square drive on the front foot for a single"
9260,13.2,2, Shahbaz Ahmed,Dwayne Bravo ,"Full length ball, pitching outside off stump, Shahbaz Ahmed aggressively plays a square drive on the front foot for 2 runs"
9261,13.1,4, Shahbaz Ahmed,Dwayne Bravo ,"Full length ball, pitching outside off stump, The outside edge from Shahbaz Ahmed's bat carries the ball over the leaping short third man fielder for a four! "
9262,13.1,1, Shahbaz Ahmed,Dwayne Bravo ,"Full length ball, pitching wide outside off stump, Shahbaz Ahmed offers no shot, 1 wide(s) gets added to the extras"
9263,12.6,1, Shahbaz Ahmed,Maheesh Theekshana ,"Good length ball, pitching on leg stump, Shahbaz Ahmed plays a sweep shot for a single"
9264,12.5,0, Shahbaz Ahmed,Maheesh Theekshana ,"Good length ball, pitching on off stump, Shahbaz Ahmed plays a defensive back foot push, no run"
9265,12.4,1, Dinesh Karthik,Maheesh Theekshana ,"Good length ball, pitching on off stump, Dinesh Karthik plays a defensive back foot push for a single"
9266,12.3,4, Dinesh Karthik,Maheesh Theekshana ,"Good length ball, pitching on leg stump, Dinesh Karthik goes on his knees and sweeps it over short fine leg!"
9267,12.2,W, Suyash S Prabhudessai,Maheesh Theekshana ,"Good length ball, pitching on off stump, Suyash S Prabhudessai gets down the crease and completely misses the ball. The stumps are dismantled! WICKET!! Suyash S Prabhudessai b Maheesh Theekshana (Royal Challengers Bangalore 110 Runs for 5 wickets)"
9268,12.1,0, Suyash S Prabhudessai,Maheesh Theekshana ,"Good length ball, pitching outside off stump, Suyash S Prabhudessai plays a defensive back foot push, no run"
9269,11.6,1, Suyash S Prabhudessai,Dwayne Bravo ,"Full length ball, pitching on off stump, Suyash S Prabhudessai plays an aggressive on drive on the front foot for a single"
9270,11.5,1, Shahbaz Ahmed,Dwayne Bravo ,"Good length ball, pitching wide outside off stump, Shahbaz Ahmed aggressively plays a square drive on the front foot for a single"
9271,11.4,1, Suyash S Prabhudessai,Dwayne Bravo ,"Short length ball, pitching outside leg stump, Suyash S Prabhudessai steps down and pulls the ball, but miscues it! The deep mid-wicket fielder goes straight to the catch, and it is DROPPED!! Will it prove to be costly?"
9272,11.3,1, Shahbaz Ahmed,Dwayne Bravo ,"Short of good length ball, pitching outside off stump, Shahbaz Ahmed cuts it late for a single"
9273,11.2,4, Shahbaz Ahmed,Dwayne Bravo ,"Full toss ball, outside off stump, Shahbaz Ahmed steers the juicy full toss in the gap for a four in the extra covers!"
9274,11.2,1, Shahbaz Ahmed,Dwayne Bravo ,"Good length ball, pitching wide outside off stump, Shahbaz Ahmed offers no shot, 1 wide(s) gets added to the extras"
9275,11.1,0, Shahbaz Ahmed,Dwayne Bravo ,"Full length ball, pitching outside off stump, Shahbaz Ahmed plays an aggressive cover drive on the front foot and is beaten"
9276,11.1,1, Shahbaz Ahmed,Dwayne Bravo ,"Good length ball, pitching wide outside off stump, Shahbaz Ahmed offers no shot, 1 wide(s) gets added to the extras"
9277,10.6,0, Suyash S Prabhudessai,Ravindra Jadeja ,"Good length ball, pitching outside off stump, Suyash S Prabhudessai plays an aggressive cover drive on the back foot, straight to the fielder"
9278,10.5,6, Suyash S Prabhudessai,Ravindra Jadeja ,"Full length ball, pitching on off stump, Suyash S Prabhudessai sweeps the ball up and over deep square leg for 6 runs"
9279,10.4,4, Suyash S Prabhudessai,Ravindra Jadeja ,"Good length ball, pitching on off stump, Suyash S Prabhudessai swivels around and plays a reverse scoop, clears the infield, and goes to the fence after a bounce!"
9280,10.3,1, Shahbaz Ahmed,Ravindra Jadeja ,"Good length ball, pitching on off stump, Shahbaz Ahmed plays a defensive back foot push for a single"
9281,10.2,2, Shahbaz Ahmed,Ravindra Jadeja ,"Good length ball, pitching on leg stump, Shahbaz Ahmed plays an aggressive front foot flick for 2 runs"
9282,10.1,1, Suyash S Prabhudessai,Ravindra Jadeja ,"Good length ball, pitching outside off stump, Suyash S Prabhudessai plays an aggressive on drive off the back foot for a single"
9283,9.6,2, Shahbaz Ahmed,Chris Jordan ,"Full length ball, pitching outside off stump, Shahbaz Ahmed aggressively plays a square drive on the front foot for 2 runs"
9284,9.5,1, Suyash S Prabhudessai,Chris Jordan ,"Good length ball, pitching outside leg stump, Suyash S Prabhudessai plays an aggressive front foot flick for a single"
