,over,score,batsmen,bowler,comment
5253,12.6,6, Prabhsimran Singh,Ravi Bishnoi ,"GOES ALL THE WAY!  full length ball, pitching outside off stump, Prabhsimran looks to hoick it across, does not get it in the middle of the bat but somehow manages to clear long on! Big bats these days, even a mishit goes the distance!!!"
5254,12.5,1, Shikhar Dhawan,Ravi Bishnoi ,"Full length ball, pitching on leg stump, Shikhar Dhawan plays a defensive forward push for a single"
5255,12.4,1, Prabhsimran Singh,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Prabhsimran Singh plays a defensive back foot push for a single"
5256,12.3,4, Prabhsimran Singh,Ravi Bishnoi ,"IMPACT PLAYER CREATING IMPACT!  full length ball, pitching outside off stump, Prabhsimran Singh smashes the flighted delivery over the bowler's head for a boundary! No chance for long on & long off to get around that one! "
5257,12.2,1, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Shikhar Dhawan steps down and plays an aggressive on drive for a single"
5258,12.1,1, Prabhsimran Singh,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Prabhsimran Singh plays an aggressive cover drive on the front foot for a single"
5259,11.6,4, Shikhar Dhawan,Mayank Yadav ,"DHAWAN USING ALL HIS EXPERIENCE!  short of good length ball, pitching outside leg stump, Shikhar Dhawan moves out of the way a touch, opens the face of the bat and glides it towards third man for a boundary! Just using the pace and his experience to gather four runs! "
5260,11.5,1, Prabhsimran Singh,Mayank Yadav ,"IMPACT PLAYER PRABHSIMRAN OFF THE MARK!  short of good length ball, pitching outside off stump, Prabhsimran Singh uncomfortably plays an aggressive cut shot for a single"
5261,11.4,W, Jonny Bairstow,Mayank Yadav ,"PACE EXPRESS MAYANK YADAV PICKS HIS FIRST IPL WICKET!  short of good length ball, pitching outside off stump and angling in, too quick for Jonny Bairstow who was looking to pull it across. Miscues the pull towards deep mid-wicket where Stoinis takes it comfortably! Done in by extra pace!  WICKET Jonny Bairstow c Marcus Stoinis b Mayank Yadav (Punjab Kings 102 Runs for 1 wicket)"
5262,11.3,0, Jonny Bairstow,Mayank Yadav ,"Short length ball, pitching outside off stump, Jonny Bairstow plays an upper cut and is beaten"
5263,11.2,1, Shikhar Dhawan,Mayank Yadav ,"Short of good length ball, pitching on middle stump, Shikhar Dhawan uncomfortably plays an aggressive pull shot on the back foot for a single"
5264,11.1,0, Shikhar Dhawan,Mayank Yadav ,"Good length ball, pitching on off stump, Shikhar Dhawan glides it and is beaten ???????????????????????????????????????????? goes ????  ????????????.???? ????????????/???????? by Mayank Yadav ????  Relishing the raw and exciting pace of the debutant who now has 2?? wickets to his name ????#PBKS require 71 from 36 delivers  Watch the match LIVE on @JioCinema and @StarSportsIndia ????????#TATAIPL |… pic.twitter.com/rELovBTYMz — IndianPremierLeague (@IPL) March 30, 2024"
5265,10.6,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot and is beaten. Bishnoi goes past the outside edge twice in two deliveries! "
5266,10.5,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot and is beaten"
5267,10.4,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot, straight to the fielder"
5268,10.3,1, Shikhar Dhawan,Ravi Bishnoi ,"Full length ball, pitching on off stump, Shikhar Dhawan plays a defensive forward push for a single"
5269,10.2,2, Shikhar Dhawan,Ravi Bishnoi ," UP FOR ! good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive back foot push for 2 runs"
5270,10.1,0, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive cut shot, straight to the fielder"
5271,9.6,1, Shikhar Dhawan,Mayank Yadav ,"Short of good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive back foot push for a single"
5272,9.5,4, Shikhar Dhawan,Mayank Yadav ,"MAKES IT LOOK SO EASY SHIKHAR DHAWAN!   good length ball, pitching outside leg stump, Shikhar Dhawan just tucks it off his pads and leg glances it for 4 runs. Just had to get the ball wide of the fielder at short fine on that occasion. Poor line poor delivery! "
5273,9.4,1, Jonny Bairstow,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays an aggressive cut shot for a single"
5274,9.3,0, Jonny Bairstow,Mayank Yadav ,"150 clicks!  back of length ball pitching outside off and nipping back in sharply, beats the batter looking to defend it! Beaten by extra pace and movement of the surface! "
5275,9.2,4, Jonny Bairstow,Mayank Yadav ,"SQUASHED THROUGH POINT!  short of good length ball, pitching outside off stump, Jonny Bairstow just clears his front leg and cuts it past backward point using his muscle power! That was hit with some force by JB!"
5276,9.1,0, Jonny Bairstow,Mayank Yadav ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot and is beaten"
5277,8.6,1, Jonny Bairstow,Krunal Pandya ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot for a single"
5278,8.5,1, Shikhar Dhawan,Krunal Pandya ,"Full toss ball, outside leg stump, Shikhar Dhawan plays an aggressive front foot flick for a single"
5279,8.4,0, Shikhar Dhawan,Krunal Pandya ,"Good length ball, pitching outside off stump, Shikhar Dhawan uncomfortably plays a sweep shot, no run"
5280,8.3,1, Jonny Bairstow,Krunal Pandya ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot for a single"
5281,8.2,6, Jonny Bairstow,Krunal Pandya ,"BACK TO BACK SIXES! KP UNDER PRESSURE! full length ball, pitching on off stump, Jonny Bairstow once again heaves towards the on-side this time towards deep mid-wicket! Gets the same result, a maximum! PBKS have got off to a rollicking start! "
5282,8.1,6, Jonny Bairstow,Krunal Pandya ,"SWEPT ALL THE WAY!  good length ball, pitching on middle stump, Jonny Bairstow gets down on one knee and sweeps it towards deep square for a maximum! Had no intention to keep that one down, Jonny Bairstow! "
5283,7.6,0, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays a reverse sweep and is beaten"
5284,7.5,0, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive cut shot and is beaten"
5285,7.4,6, Shikhar Dhawan,Ravi Bishnoi ,"30 BALL FIFTY FOR THE  SKIPPER! good length ball, pitching on off stump, Shikhar Dhawan gets low and smokes the slog sweep over deep mid-wicket! That goes a long long way into the crowd!  A 5??0?? off just 3??0?? balls  Skipper Shikhar Dhawan is leading from the front ????  Follow the Match ?? https://t.co/HvctlP1bZb #TATAIPL | #LSGvPBKS | @PunjabKingsIPL pic.twitter.com/L2VNXJNE9f — IndianPremierLeague (@IPL) March 30, 2024"
5286,7.3,1, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Jonny Bairstow plays an aggressive pull shot on the back foot for a single"
5287,7.2,1, Shikhar Dhawan,Ravi Bishnoi ,"Full length ball, pitching on off stump, Shikhar Dhawan plays a slog sweep for a single"
5288,7.1,0, Shikhar Dhawan,Ravi Bishnoi ,"SPIN FROM BOTH ENDS!  TIME FOR SOME LEG SPIN!  full length ball, pitching on off stump, Shikhar Dhawan plays a defensive forward push, no run"
5289,6.6,1, Shikhar Dhawan,Krunal Pandya ,"Full length ball, pitching on leg stump, Shikhar Dhawan plays an aggressive on drive on the front foot for a single"
5290,6.5,1, Jonny Bairstow,Krunal Pandya ,"Good length ball, pitching outside off stump, Jonny Bairstow plays a defensive forward push for a single"
5291,6.4,0, Jonny Bairstow,Krunal Pandya ,"Full length ball, pitching on middle stump, Jonny Bairstow plays a defensive forward push, no run"
5292,6.3,1, Shikhar Dhawan,Krunal Pandya ,"Good length ball, pitching on leg stump, Shikhar Dhawan plays an aggressive front foot flick for a single"
5293,6.2,1, Jonny Bairstow,Krunal Pandya ,"Full length ball, pitching on off stump, Jonny Bairstow uncomfortably aggressively plays a square drive on the front foot for a single"
5294,6.1,0, Jonny Bairstow,Krunal Pandya ,"ANOTHER LEFT ARM SPINNER TO START HIS SPELL! good length ball, pitching outside off stump, Jonny Bairstow plays a forward defensive shot, no run"
5295,5.6,1, Jonny Bairstow,Mohsin Khan ,"Short of good length ball, pitching on off stump, Jonny Bairstow uncomfortably plays an aggressive cut shot for a single"
5296,5.5,1, Shikhar Dhawan,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Shikhar Dhawan uncomfortably plays a defensive back foot push for a single"
5297,5.4,6, Shikhar Dhawan,Mohsin Khan ,"PULLED MAGNIFICENTLY! short of good length ball, pitching outside off stump, Shikhar Dhawan gets the front leg out of the way and pulls it towards deep mid-wicket for half a dozen! No half measures there from the PBKS Skipper! "
5298,5.3,0, Shikhar Dhawan,Mohsin Khan ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive off drive on the back foot, straight to the fielder"
5299,5.2,4, Shikhar Dhawan,Mohsin Khan ,"SQUARE DRIVE PAR EXCELLENCE!  good length ball, pitching outside off stump, Shikhar Dhawan opens the face of the bat and drives it past backward point for another four! Back to back boundaries for the PBKS Skipper! "
5300,5.1,4, Shikhar Dhawan,Mohsin Khan ,"SHORT, WIDE & PUNISHED!  short of good length ball, pitching wide outside off stump, Shikhar Dhawan pounces on the width offered by the bowler by playing a square cut over the fielder at backward point. That reached the fence in no time! "
5301,4.6,1, Shikhar Dhawan,Haq ,"Good length ball, pitching outside off stump, Shikhar Dhawan uncomfortably plays an aggressive cover drive on the front foot for a single"
5302,4.5,2, Shikhar Dhawan,Haq ,"Short of good length ball, pitching outside leg stump, Shikhar Dhawan plays an aggressive pull shot on the front foot for 2 runs"
5303,4.4,1, Jonny Bairstow,Haq ,"Good length ball, pitching outside off stump, Jonny Bairstow plays a defensive forward push for a single"
5304,4.3,1, Shikhar Dhawan,Haq ,"Good length ball, pitching on leg stump, Shikhar Dhawan uncomfortably plays an aggressive off drive on the front foot for a single"
5305,4.2,0, Shikhar Dhawan,Haq ,"Full length ball, pitching outside off stump, Shikhar Dhawan steps down and plays an aggressive off drive and is beaten"
5306,4.1,1, Jonny Bairstow,Haq ,"Good length ball, pitching on off stump, Jonny Bairstow plays a defensive forward push for a single"
5307,3.6,0, Shikhar Dhawan,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Shikhar Dhawan glides it, no run"
5308,3.5,0, Shikhar Dhawan,Mohsin Khan ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays a defensive forward push, no run"
5309,3.4,1, Jonny Bairstow,Mohsin Khan ,"Good length ball, pitching outside leg stump, Jonny Bairstow plays a defensive shot on back foot for a single"
5310,3.3,0, Jonny Bairstow,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Jonny Bairstow uncomfortably plays an aggressive pull shot on the front foot, no run"
5311,3.2,6, Jonny Bairstow,Mohsin Khan ,"PULLED NONCHALANTLY!  short of good length ball, pitching on leg stump, Jonny Bairstow stays put and pulls it off the frontfoot towards deep square fence and gets six for it! Pulled that one effortlessly for a six, Jonny Bairstow! "
5312,3.1,0, Jonny Bairstow,Mohsin Khan ,"MOHSIN KHAN INTRODUCED INTO THE ATTACK!  good length ball, pitching on leg stump, Jonny Bairstow plays a forward defensive shot, no run"
5313,2.6,6, Shikhar Dhawan,M Siddharth ,"DHAWAN SHOWING HIS WIDE ARRAY OF SHOTS!  full length ball, pitching outside off stump, Shikhar Dhawan brings out a reverse sweep this time and manages to clear the point boundary without any problem whatsoever!  ???????????????????????????????????????? ???????????????????????? ??  The @PunjabKingsIPL skipper also brings up his 1??5??0??th six in the #TATAIPL ????#PBKS on a move with 38/0 in 4 overs  Watch the match LIVE on @JioCinema and @StarSportsIndia ????????#LSGvPBKS | @SDhawan25 pic.twitter.com/M3G4uubCU0 — IndianPremierLeague (@IPL) March 30, 2024"
5314,2.5,0, Shikhar Dhawan,M Siddharth ,"Good length ball, pitching outside off stump, Shikhar Dhawan leg glances it, no run"
5315,2.4,4, Shikhar Dhawan,M Siddharth ,"UP & OVER COVERS!  full length ball, pitching outside off stump, Shikhar Dhawan plays a lofted drive over covers to a full & fast ball from the left arm spinner! Clears the infield and gets four for it! "
5316,2.3,4, Shikhar Dhawan,M Siddharth ,"USING BOWLER'S PACE TO ADVANTAGE!   good length ball, pitching outside off stump, Shikhar Dhawan gets down on one knee and sweeps it over the fielder at short fine. Just used the pace offered by the bowler to hit that one over and collect four runs. "
5317,2.2,1, Jonny Bairstow,M Siddharth ,"Full length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays an aggressive cover drive on the front foot for a single"
5318,2.1,1, Shikhar Dhawan,M Siddharth ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays a defensive back foot push for a single"
5319,1.6,4, Jonny Bairstow,Haq ,"CONSECUTIVE FOURS!   full length ball, pitching outside off stump, Jonny Bairstow leans into it and drives it past covers for another boundary! Timed and placed to perfection! "
5320,1.5,4, Jonny Bairstow,Haq ,"JUST TIMED IT!  good length ball, pitching outside off stump, Jonny Bairstow gets forward and punches it opening the face of the bat, collects four as the ball crosses point and runs away to the boundary line! "
5321,1.4,1, Shikhar Dhawan,Haq ,"Full length ball, pitching on off stump, Shikhar Dhawan uncomfortably plays an aggressive lofted on drive on the front foot for a single"
5322,1.3,1, Jonny Bairstow,Haq ,"Short of good length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays a defensive shot on back foot for a single"
5323,1.2,1, Shikhar Dhawan,Haq ,"Good length ball, pitching outside leg stump, Shikhar Dhawan plays an aggressive front foot flick for a single"
5324,1.1,0, Shikhar Dhawan,Haq ,"IMPACT PLAYER NAVEEN UL HAQ FROM THE OTHER END!  good length ball, pitching outside leg stump, Shikhar Dhawan leg glances it, no run"
5325,0.6,1, Shikhar Dhawan,M Siddharth ,"Short of good length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive pull shot on the back foot for a single"
5326,0.5,4, Shikhar Dhawan,M Siddharth ,"THICK EDGE FETCHES FOUR!  full length ball, pitching outside off stump, Shikhar Dhawan gets a thickish outside edge while looking to drive it through covers. Lucky for him the ball flies in the gap between backward point and short third man! PBKS Skipper underway with a four! "
5327,0.4,0, Shikhar Dhawan,M Siddharth ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays a forward defensive shot, no run"
5328,0.3,0, Shikhar Dhawan,M Siddharth ,"Full length ball, pitching outside off stump, Shikhar Dhawan plays a defensive forward push and is beaten"
5329,0.2,0, Shikhar Dhawan,M Siddharth ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays a defensive back foot push, no run"
5330,0.1,0, Shikhar Dhawan,M Siddharth ,"LSG STARTS WITH A DEBUTANT! LEFT ARM ORTHODOX M SIDDHARTH! good length ball, pitching outside off stump, Shikhar Dhawan plays a defensive back foot push, no run"
5331,19.6,1, Shashank Singh,Haq ,"Good length ball, pitching outside off stump, Shashank Singh plays an aggressive cover drive on the front foot for a single First Home Game ???? First Season Win ????@LucknowIPL's strong comeback with the ball helps them secure a win by 21 runs ????  Scorecard ?? https://t.co/HvctlP1bZb #TATAIPL | #LSGvPBKS pic.twitter.com/YKofyh3Kt5 — IndianPremierLeague (@IPL) March 30, 2024"
5332,19.5,1, Liam Livingstone,Haq ,"Good length ball, pitching outside off stump, Liam Livingstone plays a slog shot for a single"
5333,19.4,0, Liam Livingstone,Haq ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive pull shot on the front foot and is beaten"
5334,19.3,6, Liam Livingstone,Haq ,"SIXES COMING A LITTLE TOO LATE FOR PBKS!  short of good length ball, pitching outside off stump, Liam Livingstone picks the length early, waits on the slower ball and thumps it with a horizontal bat! Hits the sight screen on the full! "
5335,19.2,4, Liam Livingstone,Haq ,"ALMOST ALL THE WAY! full length ball, pitching outside off stump, Liam Livingstone plays a lofted drive over covers and gets four for it! One bounce and into the ropes! "
5336,19.1,6, Liam Livingstone,Haq ,"NAILED IT!   length ball, pitching on off stump and angling in, Liam Livingstone gets the front leg out of the way and heaves it across towards deep square leg for a huge six! When he hits they usually stay hit! "
5337,19.1,1, Liam Livingstone,Haq ,"Short length ball, pitching outside off stump, Liam Livingstone plays an aggressive pull shot on the front foot, 1 wide(s) gets added to the extras and is beaten"
5338,18.6,1, Liam Livingstone,Krunal Pandya ,"Full length ball, pitching outside off stump, Liam Livingstone plays an aggressive lofted cover drive on the front foot for a single"
5339,18.5,4, Liam Livingstone,Krunal Pandya ,"WILL NEED MANY OF THOSE!  good length ball, pitching outside off stump, Liam Livingstone swings through the line and clears mid-off with ease! One bounce and into the ropes! "
5340,18.4,0, Liam Livingstone,Krunal Pandya ,"SEAM UP FROM KP!  short length ball, pitching outside off stump, Liam Livingstone gets beaten on the cut! KP taking a leaf out of Mayank Yadav's book. "
5341,18.3,1, Shashank Singh,Krunal Pandya ,"Yorker ball, pitching outside off stump, Shashank Singh plays a defensive forward push for a single"
5342,18.2,1, Liam Livingstone,Krunal Pandya ,"Good length ball, pitching outside off stump, Liam Livingstone plays the scoop for a single"
5343,18.1,0, Liam Livingstone,Krunal Pandya ,"Good length ball, pitching outside off stump, Liam Livingstone offers no shot"
5344,17.6,1, Liam Livingstone,Haq ,"Good length ball, pitching outside off stump, Liam Livingstone plays a slog shot for a single"
5345,17.5,0, Liam Livingstone,Haq ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive lofted on drive on the front foot and is beaten"
5346,17.4,1, Shashank Singh,Haq ,"Good length ball, pitching outside off stump, Shashank Singh uncomfortably plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras"
5347,17.3,1, Liam Livingstone,Haq ,"150 UP FOR !  good length ball, pitching outside off stump, Liam Livingstone uncomfortably plays an aggressive lofted on drive on the front foot for a single"
5348,17.2,1, Shashank Singh,Haq ,"Short of good length ball, pitching outside off stump, Shashank Singh uncomfortably plays an aggressive pull shot on the back foot for a single"
5349,17.1,4, Shashank Singh,Haq ,"PULLED AWAY!  short of good length ball, pitching outside off stump, Shashank Singh goes after the short ball by playing a pull shot! Did not hit it as well as he would have liked but managed to find the gap at deep square leg! A valiant effort from Bishnoi goes in vain! "
5350,16.6,1, Shashank Singh,Mohsin Khan ,"Good length ball, pitching on leg stump, Shashank Singh plays a forward defensive shot for a single"
5351,16.5,1, Liam Livingstone,Mohsin Khan ,"Short of good length ball, pitching on off stump, Liam Livingstone plays an aggressive pull shot on the front foot for a single"
5352,16.4,1, Shashank Singh,Mohsin Khan ,"Good length ball, pitching on off stump, Shashank Singh plays a forward defensive shot for a single"
5353,16.3,W, Sam Curran,Mohsin Khan ,"DOUBLE BLOW FOR PBKS!  short of good length ball, pitching outside off stump, gets big on Sam Curran looking to pull it across. Just gets it as far as mid-on where Pooran settles under and takes it safely!  WICKET Sam Curran c Nicholas Pooran b Mohsin Khan (Punjab Kings 141 Runs for 5 wickets) Shikhar Dhawan ? Sam Curran ?  ?? in ? for Mohsin Khan #PBKS require 56 from 18  Follow the Match ?? https://t.co/HvctlP1bZb #TATAIPL | #LSGvPBKS | @LucknowIPL pic.twitter.com/5IINa7f746 — IndianPremierLeague (@IPL) March 30, 2024"
5354,16.2,W, Shikhar Dhawan,Mohsin Khan ,"KHAN GETS THE BIG WICKET! GABBAR DEPARTS!  short length ball, pitching outside off stump, Shikhar Dhawan gets deceived by the slowness of the slow bumper. Gets a faint edge while looking to pull it behind the wicket! QDK takes a good catch diving forward!  WICKET Shikhar Dhawan c Quinton De Kock b Mohsin Khan (Punjab Kings 141 Runs for 4 wickets)"
5355,16.1,1, Liam Livingstone,Mohsin Khan ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive lofted cover drive on the front foot for a single"
5356,15.6,1, Liam Livingstone,Mayank Yadav ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive lofted on drive on the front foot for a single. What an over, 4 runs and an important wicket of Jitesh Sharma! Mayank Yadav has given just 27 runs from his four overs and accounted for 3 top wickets! WHAT A DEBUT! "
5357,15.5,0, Liam Livingstone,Mayank Yadav ,"SWING & A MISS!  good length ball, pitching outside off stump, Liam Livingstone misses it while looking to have a wild swing across! Gets beaten due to extra pace!"
5358,15.4,W, Jitesh Sharma,Mayank Yadav ,"ANOTHER FAST SHORT PITCHED DELIVERY ACCOUNTING FOR A WICKET! short length ball, pitching outside off stump, Jitesh Sharma gets cramped while looking to smash it across. Miscues the pull towards mid-wicket where Naveen Ul Haq takes a well-judged catch! His second catch of the night and Mayank Yadav's third scalp!  WICKET Jitesh Sharma c Naveen-Ul-Haq b Mayank Yadav (Punjab Kings 139 Runs for 3 wickets)"
5359,15.3,0, Jitesh Sharma,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive cut shot and is beaten"
5360,15.2,1, Shikhar Dhawan,Mayank Yadav ,"Full length ball, pitching outside off stump, Shikhar Dhawan uncomfortably plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras"
5361,15.1,2, Shikhar Dhawan,Mayank Yadav ,"MAYANK YADAV TO BOWL HIS FOURTH ON THE TROT! full toss ball, outside off stump, Shikhar Dhawan aggressively plays a square drive on the front foot for 2 runs"
5362,14.6,0, Jitesh Sharma,Mohsin Khan ,"Good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive lofted on drive on the front foot and is beaten"
5363,14.5,1, Shikhar Dhawan,Mohsin Khan ,"Short length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive pull shot on the back foot for a single"
5364,14.4,0, Shikhar Dhawan,Mohsin Khan ,"Short of good length ball, pitching on leg stump, Shikhar Dhawan plays an aggressive pull shot on the back foot, straight to the fielder"
5365,14.3,1, Jitesh Sharma,Mohsin Khan ,"Good length ball, pitching outside off stump, Jitesh Sharma glides it for a single"
5366,14.3,1, Jitesh Sharma,Mohsin Khan ,"Full length ball, pitching outside off stump, Jitesh Sharma plays an aggressive lofted cover drive on the front foot, 1 wide(s) gets added to the extras and is beaten"
5367,14.2,0, Jitesh Sharma,Mohsin Khan ,"Yorker ball, pitching outside off stump, Jitesh Sharma plays a defensive forward push and is beaten"
5368,14.1,4, Jitesh Sharma,Mohsin Khan ,"DRILLED DOWN THE GROUND! full length ball, pitching outside leg stump, Jitesh Sharma makes room outside off and drills the off-drive to collect four runs! No chance for any fielder to cut that one off! "
5369,13.6,1, Jitesh Sharma,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Jitesh Sharma glides it for a single"
5370,13.5,0, Jitesh Sharma,Mayank Yadav ,"Short length ball, pitching outside off stump, Jitesh Sharma offers no shot"
5371,13.4,0, Jitesh Sharma,Mayank Yadav ,"Short length ball, pitching outside off stump, Jitesh Sharma offers no shot"
5372,13.3,W, Prabhsimran Singh,Mayank Yadav ,"ONCE AGAIN EXTRA PACE DOES THE TRICK! short of good length ball, pitching outside off stump and angling in, cramped the batter looking to pull it across. Straightforward catch to Ul Haq at mid-on! That was too fast and fiery from Yadav!  WICKET Prabhsimran Singh c Naveen-Ul-Haq b Mayank Yadav (Punjab Kings 128 Runs for 2 wickets)"
5373,13.2,6, Prabhsimran Singh,Mayank Yadav ,"UPPERCUT FROM THE POCKET ROCKET PRABHSIMRAN!  short length ball, pitching outside off stump, Prabhsimran Singh attempts his most favoured shot, an uppercut! Mohsin Khan at third man takes it but goes out of the boundary line with the momentum! "
5374,13.1,1, Shikhar Dhawan,Mayank Yadav ,"Good length ball, pitching on off stump, Shikhar Dhawan plays an aggressive pull shot on the back foot for a single"
5375,12.6,6, Prabhsimran Singh,Ravi Bishnoi ,"GOES ALL THE WAY!  full length ball, pitching outside off stump, Prabhsimran looks to hoick it across, does not get it in the middle of the bat but somehow manages to clear long on! Big bats these days, even a mishit goes the distance!!!"
5376,12.5,1, Shikhar Dhawan,Ravi Bishnoi ,"Full length ball, pitching on leg stump, Shikhar Dhawan plays a defensive forward push for a single"
5377,12.4,1, Prabhsimran Singh,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Prabhsimran Singh plays a defensive back foot push for a single"
5378,12.3,4, Prabhsimran Singh,Ravi Bishnoi ,"IMPACT PLAYER CREATING IMPACT!  full length ball, pitching outside off stump, Prabhsimran Singh smashes the flighted delivery over the bowler's head for a boundary! No chance for long on & long off to get around that one! "
5379,12.2,1, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Shikhar Dhawan steps down and plays an aggressive on drive for a single"
5380,12.1,1, Prabhsimran Singh,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Prabhsimran Singh plays an aggressive cover drive on the front foot for a single"
5381,11.6,4, Shikhar Dhawan,Mayank Yadav ,"DHAWAN USING ALL HIS EXPERIENCE!  short of good length ball, pitching outside leg stump, Shikhar Dhawan moves out of the way a touch, opens the face of the bat and glides it towards third man for a boundary! Just using the pace and his experience to gather four runs! "
5382,11.5,1, Prabhsimran Singh,Mayank Yadav ,"IMPACT PLAYER PRABHSIMRAN OFF THE MARK!  short of good length ball, pitching outside off stump, Prabhsimran Singh uncomfortably plays an aggressive cut shot for a single"
5383,11.4,W, Jonny Bairstow,Mayank Yadav ,"PACE EXPRESS MAYANK YADAV PICKS HIS FIRST IPL WICKET!  short of good length ball, pitching outside off stump and angling in, too quick for Jonny Bairstow who was looking to pull it across. Miscues the pull towards deep mid-wicket where Stoinis takes it comfortably! Done in by extra pace!  WICKET Jonny Bairstow c Marcus Stoinis b Mayank Yadav (Punjab Kings 102 Runs for 1 wicket)"
5384,11.3,0, Jonny Bairstow,Mayank Yadav ,"Short length ball, pitching outside off stump, Jonny Bairstow plays an upper cut and is beaten"
5385,11.2,1, Shikhar Dhawan,Mayank Yadav ,"Short of good length ball, pitching on middle stump, Shikhar Dhawan uncomfortably plays an aggressive pull shot on the back foot for a single"
5386,11.1,0, Shikhar Dhawan,Mayank Yadav ,"Good length ball, pitching on off stump, Shikhar Dhawan glides it and is beaten ???????????????????????????????????????????? goes ????  ????????????.???? ????????????/???????? by Mayank Yadav ????  Relishing the raw and exciting pace of the debutant who now has 2?? wickets to his name ????#PBKS require 71 from 36 delivers  Watch the match LIVE on @JioCinema and @StarSportsIndia ????????#TATAIPL |… pic.twitter.com/rELovBTYMz — IndianPremierLeague (@IPL) March 30, 2024"
5387,10.6,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot and is beaten. Bishnoi goes past the outside edge twice in two deliveries! "
5388,10.5,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot and is beaten"
5389,10.4,0, Jonny Bairstow,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot, straight to the fielder"
5390,10.3,1, Shikhar Dhawan,Ravi Bishnoi ,"Full length ball, pitching on off stump, Shikhar Dhawan plays a defensive forward push for a single"
5391,10.2,2, Shikhar Dhawan,Ravi Bishnoi ," UP FOR ! good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive back foot push for 2 runs"
5392,10.1,0, Shikhar Dhawan,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Shikhar Dhawan plays an aggressive cut shot, straight to the fielder"
5393,9.6,1, Shikhar Dhawan,Mayank Yadav ,"Short of good length ball, pitching on leg stump, Shikhar Dhawan plays a defensive back foot push for a single"
5394,9.5,4, Shikhar Dhawan,Mayank Yadav ,"MAKES IT LOOK SO EASY SHIKHAR DHAWAN!   good length ball, pitching outside leg stump, Shikhar Dhawan just tucks it off his pads and leg glances it for 4 runs. Just had to get the ball wide of the fielder at short fine on that occasion. Poor line poor delivery! "
5395,9.4,1, Jonny Bairstow,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays an aggressive cut shot for a single"
