,over,score,batsmen,bowler,comment,score_converted
10957,10.1,4,Venkatesh Iyer,Tymal Mills ,"Full length ball, pitching on off stump, Venkatesh Iyer tries to play an on drive but the ball gets the inside edge of the bat and runs away for 4 runs  ",4
10958,9.6,0,Nitish Rana,Murugan Ashwin ,"Full length ball, pitching outside off stump, Nitish Rana plays a reverse sweep, straight to the fielder",0
10959,9.5,W,Sam Billings,Murugan Ashwin ,"Good length ball, pitching outside off stump, Sam Billings steps down and plays an aggressive lofted off drive, but has not got enough elevation! Straight to the long-off fielder! WICKET!! Sam Billings c Basil Thampi b Murugan Ashwin (Kolkata Knight Riders 67 Runs for 3 wickets)towards Long-Off",8
10960,9.4,1,Venkatesh Iyer,Murugan Ashwin ,"Good length ball, pitching on off stump, Venkatesh Iyer plays an aggressive cut shot for a single",1
10961,9.3,6,Venkatesh Iyer,Murugan Ashwin ,"Good length ball, pitching on leg stump, Venkatesh Iyer sweetly times the slog sweep, and the ball sails over for a biggie!",6
10962,9.1,1,Sam Billings,Murugan Ashwin ,"Full length ball, pitching outside leg stump, Sam Billings plays a sweep shot for a single",1
10964,8.5,0,Venkatesh Iyer,Basil Thampi ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive square drive on back foot and is beaten",0
10966,8.3,6,Sam Billings,Basil Thampi ,"Short of good length ball, pitching outside off stump, Sam Billings pivots around and pulls the ball! The ball comfortably clears the fence for 6 runs  ",6
10967,8.2,0,Sam Billings,Basil Thampi ,"Short of good length ball, pitching outside off stump, Sam Billings glides it, no run",0
10968,8.1,0,Sam Billings,Basil Thampi ,"Good length ball, pitching outside off stump, Sam Billings plays an aggressive off drive on the front foot, straight to the fielder",0
10969,7.6,0,Venkatesh Iyer,Murugan Ashwin ,"Short of good length ball, pitching on leg stump, Venkatesh Iyer uncomfortably plays a defensive back foot push, no run",0
10970,7.5,1,Sam Billings,Murugan Ashwin ,"Good length ball, pitching outside off stump, Sam Billings plays a sweep shot for a single",1
10971,7.4,6,Sam Billings,Murugan Ashwin ,"Good length ball, pitching on off stump, Sam Billings dances down the track and lashes the ball over long-on fielder's head for 6 runs",6
10972,7.3,1,Venkatesh Iyer,Murugan Ashwin ,"Short of good length ball, pitching outside leg stump, Venkatesh Iyer plays an aggressive pull shot on the back foot for a single",1
10973,7.2,1,Sam Billings,Murugan Ashwin ,"Full length ball, pitching on leg stump, Sam Billings plays a sweep shot for a single",1
10974,7.1,0,Sam Billings,Murugan Ashwin ,"Sam Billings uncomfortably plays an aggressive cover drive on the back foot, no run",0
10975,6.6,0,Venkatesh Iyer,Tilak Varma ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive cover drive on the back foot, straight to the fielder",0
10976,6.5,4,Venkatesh Iyer,Tilak Varma ,"Full length ball, pitching outside off stump, Venkatesh plays an aggressive slog sweep and the ball runs through the gaps for 4 runs",4
10977,6.4,1,Sam Billings,Tilak Varma ,"Good length ball, pitching on leg stump, Sam Billings steps down and plays an aggressive on drive for a single",1
10978,6.3,0,Sam Billings,Tilak Varma ,"Good length ball, pitching outside off stump, Sam Billings plays a reverse sweep and is beaten",0
10980,6.1,0,Venkatesh Iyer,Tilak Varma ,"Good length ball, pitching on off stump, Venkatesh Iyer plays a forward defensive shot, no run! Tilak Varma with the ball for the first time in IPL!",0
10981,5.6,W,Shreyas Iyer,Daniel Sams ,"Short length ball, pitching outside leg stump, Shreyas Iyer rushes for the pull and the ball hits the top edge of the willow and sails to deep square leg fielder's hands! WICKET!! Shreyas Iyer c Tilak Varma b Daniel Sams (Kolkata Knight Riders 35 Runs for 2 wickets)",8
10982,5.5,1,Venkatesh Iyer,Daniel Sams ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer aggressively plays a square drive on the front foot for a single",1
10983,5.4,4,Venkatesh Iyer,Daniel Sams ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer cuts the ball square on back foot and the ball reaches away for 4 runs  ",4
10984,5.3,0,Venkatesh Iyer,Daniel Sams ,"Good length ball, pitching outside off stump, Venkatesh Iyer plays a defensive forward push, no run",0
10985,5.2,4,Shreyas Iyer,Tymal Mills ,"Short length ball, pitching outside leg stump, Shreyas Iyer tries to glance the ball, but the ball feathers the gloves! Ishan Kishan dives to his right to hold the catch, but he is just short of it! Runs for Four!",4
10986,5.1,0,Venkatesh Iyer,Daniel Sams ,"Good length ball, pitching outside off stump, Venkatesh Iyer drives it straight aggressively using the front foot, straight to the fielder",0
10987,4.6,2,Shreyas Iyer,Tymal Mills ,"Short length ball, pitching outside leg stump, Shreyas Iyer plays an aggressive on drive off the back foot for 2 runs",2
10988,4.5,4,Shreyas Iyer,Tymal Mills ,"Short length ball, pitching outside leg stump, Shreyas Iyer leg glances it for 4 runs",4
10989,4.4,0,Shreyas Iyer,Tymal Mills ,"Short length ball, pitching outside leg stump, Shreyas Iyer uncomfortably plays a defensive shot on back foot, no run",0
10990,4.3,0,Shreyas Iyer,Tymal Mills ,"Short length ball, pitching outside leg stump, Shreyas Iyer plays a defensive shot on back foot, no run",0
10991,4.1,W,Ajinkya Rahane,Tymal Mills ,"Short length ball, pitching outside leg stump, Ajinkya Rahane attempts to pull the ball and relive the pressure. But the ball gets the top edge and flies to the deep square leg fielder! WICKET!! Ajinkya Rahane c Daniel Sams b Tymal Mills (Kolkata Knight Riders 16 Runs for 1 wickets)",8
10992,3.6,1,Ajinkya Rahane,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Ajinkya Rahane glides it for a single",1
10993,3.5,0,Ajinkya Rahane,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Ajinkya Rahane uncomfortably steps down and flicks the ball , no run",0
10994,3.4,0,Ajinkya Rahane,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Ajinkya Rahane plays a forward defensive shot, no run",0
10995,3.3,1,Venkatesh Iyer,Jasprit Bumrah ,"Short of good length ball, pitching on leg stump, Venkatesh Iyer glides it for a single",1
10996,3.2,0,Venkatesh Iyer,Jasprit Bumrah ,"Good length ball, pitching on off stump, Venkatesh Iyer plays an aggressive off drive on the front foot and is beaten",0
10997,3.1,0,Venkatesh Iyer,Jasprit Bumrah ,"Good length ball, pitching on off stump, Venkatesh Iyer glides it and is beaten",0
10998,2.6,1,Venkatesh Iyer,Basil Thampi ,"Full toss ball, on off stump, Venkatesh Iyer plays a defensive forward push for a single",1
10999,2.5,0,Venkatesh Iyer,Basil Thampi ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive cut shot, straight to the fielder",0
11000,2.4,0,Venkatesh Iyer,Basil Thampi ,"Short of good length ball, pitching outside leg stump, Venkatesh Iyer plays a defensive shot on back foot, no run",0
11002,2.2,4,Venkatesh Iyer,Basil Thampi ,"Good length ball, pitching outside off stump, Venkatesh Iyer shifts his guard early and plays the scoop for 4 runs",4
11003,2.1,0,Venkatesh Iyer,Basil Thampi ,"Good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive lofted off drive on the front foot and is beaten",0
11005,1.5,1,Ajinkya Rahane,Daniel Sams ,"Short of good length ball, pitching on off stump, Ajinkya Rahane glides it for a single",1
11006,1.4,0,Ajinkya Rahane,Daniel Sams ,"Good length ball, pitching on off stump, Ajinkya Rahane uncomfortably plays an aggressive on drive on the front foot, no run",0
11007,1.3,2,Ajinkya Rahane,Daniel Sams ,"Short of good length ball, pitching on off stump, Ajinkya Rahane glides it for 2 runs",2
11008,1.2,1,Venkatesh Iyer,Daniel Sams ,"Short of good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive pull shot on the back foot for a single",1
11009,1.1,1,Ajinkya Rahane,Daniel Sams ,"Short of good length ball, pitching on leg stump, Ajinkya Rahane plays an aggressive pull shot on the back foot for a single",1
11010,0.6,0,Venkatesh Iyer,Basil Thampi ,"Good length ball, pitching outside leg stump, Venkatesh Iyer uncomfortably leg glances it, no run",0
11011,0.5,0,Venkatesh Iyer,Basil Thampi ,"Good length ball, pitching outside off stump, Venkatesh Iyer plays an aggressive cover drive on the front foot, straight to the fielder",0
11012,0.4,1,Ajinkya Rahane,Basil Thampi ,"Short of good length ball, pitching on off stump, Ajinkya Rahane uncomfortably plays a defensive shot on back foot for a single",1
11013,0.3,1,Venkatesh Iyer,Basil Thampi ,"Good length ball, pitching on middle stump, Venkatesh Iyer plays an aggressive on drive on the front foot for a single",1
11015,0.1,0,Ajinkya Rahane,Basil Thampi ,"Short of good length ball, pitching outside off stump, Ajinkya Rahane uncomfortably plays a defensive shot on back foot, no run",0
11016,18.6,0,Dinesh Karthik,Prasidh Krishna ,"Good length ball, pitching outside off stump, Dinesh Karthik plays a forward defensive shot and is beaten",0
11017,18.4,1,Dinesh Karthik,Prasidh Krishna ,"Good length ball, pitching outside off stump, Dinesh Karthik offers no shot, 1 wide(s) gets added to the extras",1
11018,18.3,1,Harshal Patel,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Harshal Patel plays a defensive shot on back foot for a single",1
11019,18.2,1,Dinesh Karthik,Prasidh Krishna ,"Good length ball, pitching outside off stump, Dinesh Karthik aggressively plays a square drive on the front foot for a single",1
11020,18.1,1,Harshal Patel,Prasidh Krishna ,"Full toss ball, on leg stump, Harshal Patel plays an aggressive on drive on the front foot for a single",1
11021,17.6,1,Harshal Patel,Trent Boult ,"Full length ball, pitching on leg stump, Harshal Patel plays an aggressive on drive on the front foot for a single",1
11022,17.4,2,Shahbaz Ahmed,Trent Boult ,"Short of good length ball, pitching outside off stump, Shahbaz Ahmed plays an aggressive pull shot on the back foot for 2 runs",2
11023,17.1,0,Shahbaz Ahmed,Trent Boult ,"Good length ball, pitching on off stump, Shahbaz Ahmed plays the scoop and is beaten",0
11025,16.5,1,Dinesh Karthik,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Dinesh Karthik plays an aggressive cover drive on the front foot for a single",1
11026,16.4,1,Shahbaz Ahmed,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Shahbaz Ahmed plays an aggressive front foot flick for a single",1
11028,16.2,0,Dinesh Karthik,Yuzvendra Chahal ,"Short of good length ball, pitching on off stump, Dinesh Karthik plays an aggressive cover drive on the back foot, straight to the fielder",0
11029,16.1,0,Dinesh Karthik,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Dinesh Karthik plays a forward defensive shot, no run",0
11030,15.5,0,Shahbaz Ahmed,Prasidh Krishna ,"Good length ball, pitching on leg stump, Shahbaz Ahmed plays a forward defensive shot, no run",0
11031,15.4,1,Dinesh Karthik,Prasidh Krishna ,"Short of good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive front foot flick for a single",1
11035,14.4,2,Dinesh Karthik,Navdeep Saini ,"Good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive front foot flick for 2 runs",2
11036,14.1,1,Shahbaz Ahmed,Navdeep Saini ,"Short of good length ball, pitching outside leg stump, Shahbaz Ahmed plays a defensive shot on back foot for a single",1
11037,13.5,0,Dinesh Karthik,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Dinesh Karthik plays a forward defensive shot and is beaten",0
11039,13.1,1,Dinesh Karthik,Ravichandran Ashwin ,"Full length ball, pitching on off stump, Dinesh Karthik plays an aggressive chip shot for a single",1
11040,12.6,1,Dinesh Karthik,Trent Boult ,"Short of good length ball, pitching on middle stump, Dinesh Karthik plays an aggressive pull shot on the back foot for a single",1
11041,12.5,0,Dinesh Karthik,Trent Boult ,"Good length ball, pitching on off stump, Dinesh Karthik plays an aggressive cover drive on the front foot, straight to the fielder",0
11042,12.4,0,Dinesh Karthik,Trent Boult ,"Short length ball, pitching on leg stump, Dinesh Karthik plays a defensive shot on back foot, no run",0
11044,12.1,0,Shahbaz Ahmed,Trent Boult ,"Short of good length ball, pitching outside off stump, Shahbaz Ahmed plays an aggressive cover drive on the back foot and is beaten",0
11046,11.4,1,Sherfane Rutherford,Navdeep Saini ,"Full length ball, pitching outside off stump, Sherfane Rutherford plays an aggressive cover drive on the front foot for a single",1
11047,11.3,1,Shahbaz Ahmed,Navdeep Saini ,"Full length ball, pitching on leg stump, Shahbaz Ahmed plays an aggressive chip shot for a single",1
11048,11.2,1,Shahbaz Ahmed,Navdeep Saini ,"Short length ball, pitching outside leg stump, Shahbaz Ahmed plays an aggressive pull shot on the back foot, 1 wide(s) gets added to the extras and is beaten",1
11049,11.1,1,Sherfane Rutherford,Navdeep Saini ,"Short of good length ball, pitching outside leg stump, Sherfane Rutherford leg glances it, 1 leg bye(s) gets added to the extras",1
11050,10.6,1,Sherfane Rutherford,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Sherfane Rutherford plays a defensive back foot push for a single",1
11051,10.5,1,Shahbaz Ahmed,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Shahbaz Ahmed plays a sweep shot for a single",1
11052,10.4,0,Shahbaz Ahmed,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Shahbaz Ahmed drives it straight aggressively using the front foot, straight to the fielder",0
11053,10.3,0,Shahbaz Ahmed,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Shahbaz Ahmed plays a defensive back foot push, no run",0
11054,10.1,0,Sherfane Rutherford,Yuzvendra Chahal ,"Full length ball, pitching on off stump, Sherfane Rutherford plays a forward defensive shot, no run",0
11055,9.6,1,Sherfane Rutherford,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Sherfane Rutherford plays a defensive forward push for a single",1
11056,9.5,1,Shahbaz Ahmed,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Shahbaz Ahmed uncomfortably plays a forward defensive shot, 1 leg bye(s) gets added to the extras",1
11057,9.5,1,Shahbaz Ahmed,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Shahbaz Ahmed leg glances it, 1 wide(s) gets added to the extras",1
11058,9.4,0,Shahbaz Ahmed,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Shahbaz Ahmed uncomfortably plays a defensive forward push, no run",0
11059,9.3,1,Sherfane Rutherford,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Sherfane Rutherford uncomfortably plays a forward defensive shot for a single",1
11060,9.2,0,Sherfane Rutherford,Ravichandran Ashwin ,"Full length ball, pitching on leg stump, Sherfane Rutherford plays a forward defensive shot, no run",0
11061,9.2,1,Sherfane Rutherford,Ravichandran Ashwin ,"Good length ball, pitching outside leg stump, Sherfane Rutherford leg glances it, 1 wide(s) gets added to the extras",1
11062,9.1,0,Sherfane Rutherford,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Sherfane Rutherford plays a forward defensive shot, no run",0
11063,8.6,0,Shahbaz Ahmed,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Shahbaz Ahmed plays a forward defensive shot, no run",0
11064,8.3,1,Virat Kohli,Yuzvendra Chahal ,"Full length ball, pitching outside leg stump, Virat Kohli plays an aggressive front foot flick for a single",1
11065,8.2,0,Virat Kohli,Yuzvendra Chahal ,"Good length ball, pitching outside leg stump, Virat Kohli plays a defensive shot on back foot, no run",0
11066,8.1,0,Virat Kohli,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Virat Kohli uncomfortably plays a defensive forward push, no run",0
11068,7.4,1,Anuj Rawat,Navdeep Saini ,"Good length ball, pitching outside off stump, Anuj Rawat uncomfortably steps down and plays an aggressive off drive for a single",1
11069,7.3,1,Virat Kohli,Navdeep Saini ,"Short of good length ball, pitching outside off stump, Virat Kohli uncomfortably leg glances it for a single",1
11070,7.2,2,Virat Kohli,Navdeep Saini ,"Good length ball, pitching outside off stump, Virat Kohli plays an aggressive on drive on the front foot for 2 runs",2
11071,7.1,1,Anuj Rawat,Navdeep Saini ,"Yorker ball, pitching outside off stump, Anuj Rawat uncomfortably plays an aggressive cover drive on the front foot for a single",1
11072,6.5,1,Anuj Rawat,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays an aggressive cover drive on the back foot for a single",1
11075,6.1,1,Anuj Rawat,Yuzvendra Chahal ,"Short of good length ball, pitching on off stump, Anuj Rawat plays a defensive back foot push for a single",1
11076,5.6,1,Anuj Rawat,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays a defensive back foot push for a single",1
11077,5.5,1,Faf Du Plessis,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cut shot for a single",1
11079,5.3,1,Faf Du Plessis,Ravichandran Ashwin ,"Short of good length ball, pitching on leg stump, Faf Du Plessis plays a defensive back foot push for a single",1
11080,5.1,0,Faf Du Plessis,Ravichandran Ashwin ,"Good length ball, pitching on middle stump, Faf Du Plessis plays a forward defensive shot, no run",0
11081,4.5,1,Anuj Rawat,Prasidh Krishna ,"Good length ball, pitching on leg stump, Anuj Rawat steps down and plays an aggressive off drive for a single",1
11082,4.5,1,Anuj Rawat,Prasidh Krishna ,"Good length ball, pitching outside off stump, Anuj Rawat offers no shot, 1 wide(s) gets added to the extras",1
11083,4.4,0,Anuj Rawat,Prasidh Krishna ,"Good length ball, pitching on off stump, Anuj Rawat plays a forward defensive shot and is beaten",0
11084,4.2,0,Anuj Rawat,Prasidh Krishna ,"Short of good length ball, pitching on leg stump, Anuj Rawat steps down and plays an aggressive lofted on drive and is beaten",0
11085,4.1,0,Anuj Rawat,Prasidh Krishna ,"Good length ball, pitching on middle stump, Anuj Rawat plays a forward defensive shot, no run",0
11086,3.5,1,Anuj Rawat,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Anuj Rawat plays an aggressive front foot flick for a single",1
11088,3.3,0,Anuj Rawat,Ravichandran Ashwin ,"Good length ball, pitching on off stump, Anuj Rawat uncomfortably plays a defensive forward push, no run",0
11089,3.2,0,Anuj Rawat,Ravichandran Ashwin ,"Good length ball, pitching on leg stump, Anuj Rawat plays a defensive forward push, no run",0
11090,3.1,0,Anuj Rawat,Ravichandran Ashwin ,"Good length ball, pitching outside off stump, Anuj Rawat leg glances it, no run",0
11091,2.6,1,Anuj Rawat,Trent Boult ,"Good length ball, pitching outside off stump, Anuj Rawat plays an aggressive front foot flick for a single",1
11092,2.2,2,Faf Du Plessis,Trent Boult ,"Good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive off drive on the front foot for 2 runs",2
11094,1.3,1,Faf Du Plessis,Prasidh Krishna ,"Good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the front foot for a single",1
11095,1.2,0,Faf Du Plessis,Prasidh Krishna ,"Good length ball, pitching outside off stump, Faf Du Plessis uncomfortably plays a forward defensive shot, no run",0
11097,0.6,0,Anuj Rawat,Trent Boult ,"Good length ball, pitching outside off stump, Anuj Rawat plays a forward defensive shot, no run",0
11099,0.4,0,Faf Du Plessis,Trent Boult ,"Short of good length ball, pitching on off stump, Faf Du Plessis uncomfortably plays a defensive shot on back foot, no run",0
11101,0.2,0,Anuj Rawat,Trent Boult ,"Short of good length ball, pitching outside off stump, Anuj Rawat uncomfortably plays a forward defensive shot, no run",0
11102,0.1,1,Faf Du Plessis,Trent Boult ,"Short of good length ball, pitching on leg stump, Faf Du Plessis leg glances it for a single",1
11103,19.5,1,Umran Malik,Jason Holder ,"Full length ball, pitching outside off stump, Umran Malik uncomfortably plays an aggressive lofted on drive on the front foot for a single",1
11104,19.3,1,Romario Shepherd,Jason Holder ,"Full toss ball, outside off stump, Romario Shepherd plays an aggressive lofted on drive on the front foot for a single",1
11105,19.2,1,Bhuvneshwar Kumar,Jason Holder ,"Full toss ball, outside off stump, Bhuvneshwar Kumar slices over point for a single",1
11106,18.4,1,Washington Sundar,Andrew Tye ,"Full length ball, pitching outside off stump, Washington Sundar plays an aggressive lofted on drive on the front foot for a single",1
11107,18.3,1,Romario Shepherd,Andrew Tye ,"Full toss ball, outside off stump, Romario Shepherd uncomfortably plays an aggressive cover drive on the front foot for a single",1
11108,18.2,0,Romario Shepherd,Andrew Tye ,"Yorker ball, pitching outside off stump, Romario Shepherd plays an aggressive off drive on the front foot and is beaten",0
11109,18.2,1,Romario Shepherd,Andrew Tye ,"Yorker ball, pitching outside off stump, Romario Shepherd slices over point, 1 wide(s) gets added to the extras",1
11110,18.1,1,Washington Sundar,Andrew Tye ,"Full length ball, pitching outside off stump, Washington Sundar plays an aggressive cover drive on the front foot for a single",1
11111,17.6,0,Romario Shepherd,Avesh Khan ,"Good length ball, pitching outside off stump, Romario Shepherd plays an aggressive cut shot and is beaten",0
11112,17.6,1,Romario Shepherd,Avesh Khan ,"Good length ball, pitching outside off stump, Romario Shepherd offers no shot, 1 wide(s) gets added to the extras",1
11113,17.2,0,Nicholas Pooran,Avesh Khan ,"Yorker ball, pitching outside off stump, Nicholas Pooran plays a defensive forward push and is beaten",0
11114,16.5,1,Nicholas Pooran,Andrew Tye ,"Full length ball, pitching outside off stump, Nicholas Pooran uncomfortably plays an aggressive lofted on drive on the front foot for a single",1
11115,16.4,0,Nicholas Pooran,Andrew Tye ,"Short of good length ball, pitching outside off stump, Nicholas Pooran plays the scoop and is beaten",0
11116,16.3,1,Washington Sundar,Andrew Tye ,"Yorker ball, pitching on off stump, Washington Sundar plays a forward defensive shot for a single",1
11118,16.1,1,Washington Sundar,Andrew Tye ,"Good length ball, pitching outside off stump, Washington Sundar plays a defensive forward push for a single",1
11119,15.5,1,Washington Sundar,Ravi Bishnoi ,"Good length ball, pitching on off stump, Washington Sundar plays a defensive forward push for a single",1
11120,15.4,2,Washington Sundar,Ravi Bishnoi ,"Full length ball, pitching on leg stump, Washington Sundar plays an aggressive on drive on the front foot for 2 runs",2
11121,15.3,0,Washington Sundar,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Washington Sundar plays an aggressive cover drive on the front foot and is beaten, Appeal from the fielding side",0
11122,15.2,1,Nicholas Pooran,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Nicholas Pooran plays an aggressive cover drive on the back foot for a single",1
11123,15.1,1,Washington Sundar,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Washington Sundar plays an aggressive on drive on the front foot for a single",1
11124,14.6,1,Nicholas Pooran,Jason Holder ,"Full length ball, pitching wide outside off stump, Nicholas Pooran offers no shot, 1 wide(s) gets added to the extras",1
11125,14.5,1,Washington Sundar,Jason Holder ,"Full length ball, pitching on off stump, Washington Sundar plays an aggressive on drive on the front foot for a single",1
11126,14.4,1,Nicholas Pooran,Jason Holder ,"Full toss ball, on off stump, Nicholas Pooran plays an aggressive off drive on the front foot for a single",1
11127,14.3,3,Washington Sundar,Jason Holder ,"Short of good length ball, pitching outside off stump, Washington Sundar plays an aggressive cover drive on the back foot for 3 runs",3
11128,14.2,1,Nicholas Pooran,Jason Holder ,"Full toss ball, outside off stump, Nicholas Pooran plays an aggressive cover drive on the front foot for a single",1
11129,13.6,1,Nicholas Pooran,Krunal Pandya ,"Good length ball, pitching outside off stump, Nicholas Pooran plays an aggressive on drive on the front foot for a single",1
11132,13.2,1,Washington Sundar,Krunal Pandya ,"Short of good length ball, pitching on off stump, Washington Sundar plays a defensive back foot push for a single",1
11134,12.5,0,Nicholas Pooran,Ravi Bishnoi ,"Good length ball, pitching on off stump, Nicholas Pooran plays an aggressive cut shot and is beaten",0
11135,12.4,1,Rahul Tripathi,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tripathi plays a defensive forward push for a single",1
11136,12.3,1,Nicholas Pooran,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Nicholas Pooran plays a defensive back foot push for a single",1
11137,12.2,0,Nicholas Pooran,Ravi Bishnoi ,"Good length ball, pitching on off stump, Nicholas Pooran plays a forward defensive shot and is beaten",0
11138,12.2,1,Nicholas Pooran,Ravi Bishnoi ,"Full length ball, pitching outside leg stump, Nicholas Pooran paddle sweeps it, 1 wide(s) gets added to the extras",1
11139,12.1,1,Rahul Tripathi,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Rahul Tripathi plays an aggressive cover drive on the front foot for a single",1
11140,11.6,1,Rahul Tripathi,Avesh Khan ,"Full toss ball, on middle stump, Rahul Tripathi plays an aggressive on drive on the front foot for a single",1
11142,11.3,2,Rahul Tripathi,Avesh Khan ,"Good length ball, pitching outside off stump, Rahul Tripathi plays an aggressive lofted cover drive on the front foot for 2 runs",2
11143,11.2,1,Nicholas Pooran,Avesh Khan ,"Short of good length ball, pitching on middle stump, Nicholas Pooran plays an aggressive pull shot on the back foot for a single",1
11144,11.1,0,Nicholas Pooran,Avesh Khan ,"Short of good length ball, pitching on off stump, Nicholas Pooran plays a defensive shot on back foot and is beaten",0
11146,10.5,0,Rahul Tripathi,Krunal Pandya ,"Good length ball, pitching on off stump, Rahul Tripathi uncomfortably plays a forward defensive shot, no run",0
11147,10.4,1,Nicholas Pooran,Krunal Pandya ,"Short of good length ball, pitching on leg stump, Nicholas Pooran plays an aggressive pull shot on the back foot for a single",1
11148,10.3,0,Nicholas Pooran,Krunal Pandya ,"Full length ball, pitching outside off stump, Nicholas Pooran plays an aggressive off drive on the front foot, straight to the fielder",0
11149,10.2,0,Nicholas Pooran,Krunal Pandya ,"Good length ball, pitching outside off stump, Nicholas Pooran plays a forward defensive shot, no run",0
11150,9.6,0,Rahul Tripathi,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, Rahul Tripathi plays a defensive back foot push, no run",0
11152,9.4,1,Rahul Tripathi,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tripathi plays the scoop for a single",1
11154,9.2,1,Rahul Tripathi,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tripathi glides it for a single",1
11156,8.6,1,Aiden Markram,Krunal Pandya ,"Short of good length ball, pitching outside off stump, Aiden Markram plays an aggressive off drive on the back foot for a single",1
11157,8.5,0,Aiden Markram,Krunal Pandya ,"Full length ball, pitching on leg stump, Aiden Markram leg glances it, no run",0
11158,8.4,1,Rahul Tripathi,Krunal Pandya ,"Full length ball, pitching on leg stump, Rahul Tripathi plays an aggressive on drive on the front foot for a single",1
11159,8.3,2,Rahul Tripathi,Krunal Pandya ,"Short of good length ball, pitching outside off stump, Rahul Tripathi plays a defensive back foot push for 2 runs",2
11160,8.1,1,Aiden Markram,Krunal Pandya ,Aiden Markram plays an aggressive on drive off the back foot for a single,1
11162,7.4,1,Rahul Tripathi,Andrew Tye ,"Good length ball, pitching outside off stump, Rahul Tripathi aggressively plays a square drive on the front foot for a single",1
11164,6.6,1,Aiden Markram,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Aiden Markram plays an aggressive cover drive on the front foot for a single",1
11165,6.5,1,Rahul Tripathi,Ravi Bishnoi ,"Short of good length ball, pitching outside off stump, Rahul Tripathi plays an aggressive front foot flick for a single",1
11167,6.2,2,Aiden Markram,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Aiden Markram drives it straight aggressively using the front foot for 2 runs",2
11168,6.1,1,Rahul Tripathi,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rahul Tripathi plays an aggressive cover drive on the front foot for a single",1
11169,5.6,1,Rahul Tripathi,Avesh Khan ,"Short length ball, pitching outside off stump, Rahul Tripathi plays an aggressive pull shot on the back foot for a single",1
11171,5.4,0,Rahul Tripathi,Avesh Khan ,"Good length ball, pitching outside off stump, Rahul Tripathi uncomfortably plays an aggressive off drive on the front foot, no run",0
11174,4.4,1,Abhishek Sharma,Andrew Tye ,"Short of good length ball, pitching outside leg stump, Abhishek Sharma plays a defensive shot on back foot for a single",1
11176,4.1,1,Rahul Tripathi,Andrew Tye ,"Short of good length ball, pitching on off stump, Rahul Tripathi leg glances it for a single",1
11177,3.6,0,Abhishek Sharma,Avesh Khan ,"Full length ball, pitching outside off stump, Abhishek Sharma plays an aggressive cover drive on the front foot, straight to the fielder",0
